season,team,hc_person_id,head_coach,pc_person_id,actual_play_caller,hc_career_win_pct_shrunk,hc_prior_games,hc_reliability,hc_roll3_win_pct_shrunk,pc_prior_games,pc_career_off_rank_composite_shrunk,pc_roll3_off_rank_composite_shrunk,pc_career_z_epa_play_shrunk,pc_career_z_success_rate_shrunk,pc_career_z_points_per_drive_shrunk,pc_career_z_yards_play_shrunk,pc_career_z_explosive_rate_shrunk,pc_career_z_redzone_td_rate_shrunk,pc_roll3_z_epa_play_shrunk,pc_roll3_z_success_rate_shrunk,pc_roll3_z_points_per_drive_shrunk,pc_roll3_z_yards_play_shrunk,pc_roll3_z_explosive_rate_shrunk,pc_roll3_z_redzone_td_rate_shrunk,pc_career_plays_per_game_shrunk,pc_career_neutral_pass_rate_shrunk,pc_career_proe_shrunk,pc_career_early_down_pass_rate_shrunk,pc_career_redzone_pass_rate_shrunk,pc_career_seconds_per_play_shrunk,pc_career_rb_carry_share_shrunk,pc_career_qb_carry_share_shrunk,pc_career_rb_target_share_shrunk,pc_career_wr_target_share_shrunk,pc_career_te_target_share_shrunk,pc_career_rz_rb_share_shrunk,pc_career_rz_wr_share_shrunk,pc_career_rz_te_share_shrunk,pc_career_rz_qb_share_shrunk,pc_career_team_adot_shrunk,pc_roll3_plays_per_game_shrunk,pc_roll3_neutral_pass_rate_shrunk,pc_roll3_proe_shrunk,pc_roll3_early_down_pass_rate_shrunk,pc_roll3_redzone_pass_rate_shrunk,pc_roll3_seconds_per_play_shrunk,pc_roll3_rb_carry_share_shrunk,pc_roll3_qb_carry_share_shrunk,pc_roll3_rb_target_share_shrunk,pc_roll3_wr_target_share_shrunk,pc_roll3_te_target_share_shrunk,pc_roll3_rz_rb_share_shrunk,pc_roll3_rz_wr_share_shrunk,pc_roll3_rz_te_share_shrunk,pc_roll3_rz_qb_share_shrunk,pc_roll3_team_adot_shrunk,pc_reliability,hc_no_prior_history,pc_no_prior_history,pc_is_unknown,hc_prior_games_log,pc_prior_games_log,hc_changed,hc_tenure_current_team,pc_changed,pc_tenure_current_team,pc_is_head_coach
2014,LV,tony_sparano,Tony Sparano,,,0.48387096774193544,61.0,0.6559139784946236,0.4444444444444445,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,4.127134385045092,0.0,,0,,,
2014,MIA,joe_philbin,Joe Philbin,bill_lazor,Bill Lazor,0.484375,32.0,0.5,0.484375,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3.4965075614664802,0.0,,0,,0.0,0.0
2014,MIN,mike_zimmer,Mike Zimmer,norv_turner,Norv Turner,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,,0,,0.0,0.0
2014,NE,bill_belichick,Bill Belichick,josh_mcdaniels,Josh McDaniels,0.69921875,224.0,0.875,0.6625000000000001,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5.41610040220442,0.0,,0,,0.0,0.0
2014,NO,sean_payton,Sean Payton,sean_payton,Sean Payton,0.6180555555555556,112.0,0.7777777777777778,0.625,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.727387818712341,0.0,,0,,0.0,1.0
2014,NYG,tom_coughlin,Tom Coughlin,ben_mcadoo,Ben McAdoo,0.54296875,224.0,0.875,0.5125,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5.41610040220442,0.0,,0,,0.0,0.0
2014,NYJ,rex_ryan,Rex Ryan,marty_mornhinweg,Marty Mornhinweg,0.5178571428571428,80.0,0.7142857142857143,0.475,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.394449154672439,0.0,,0,,0.0,0.0
2014,PHI,chip_kelly,Chip Kelly,chip_kelly,Chip Kelly,0.5416666666666667,16.0,0.3333333333333333,0.5416666666666667,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.833213344056216,0.0,,0,,0.0,1.0
2014,PIT,mike_tomlin,Mike Tomlin,todd_haley,Todd Haley,0.6041666666666666,112.0,0.7777777777777778,0.55,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.727387818712341,0.0,,0,,0.0,0.0
2014,SEA,pete_carroll,Pete Carroll,darrell_bevell,Darrell Bevell,0.5535714285714286,80.0,0.7142857142857143,0.5875,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.394449154672439,0.0,,0,,0.0,0.0
2014,SF,jim_harbaugh,Jim Harbaugh,,,0.65625,48.0,0.6,0.65625,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,3.8918202981106265,0.0,,0,,,
2014,TB,lovie_smith,Lovie Smith,marcus_arroyo,Marcus Arroyo,0.5511363636363636,144.0,0.8181818181818182,0.53125,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.976733742420574,0.0,,0,,0.0,0.0
2014,TEN,ken_whisenhunt,Ken Whisenhunt,ken_whisenhunt,Ken Whisenhunt,0.4765625,96.0,0.75,0.453125,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.574710978503383,0.0,,0,,0.0,1.0
2014,WAS,jay_gruden,Jay Gruden,jay_gruden,Jay Gruden,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,,0,,0.0,1.0
2015,ARI,bruce_arians,Bruce Arians,bruce_arians,Bruce Arians,0.578125,32.0,0.5,0.578125,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3.4965075614664802,0.0,0.0,1,,0.0,1.0
2015,ATL,dan_quinn,Dan Quinn,kyle_shanahan,Kyle Shanahan,0.5,0.0,0.0,0.5,16.0,0.3806451612903226,0.3806451612903226,-0.25639979888835374,-0.5308812661384705,-0.3867868334515741,-0.2514312268583465,0.06347573670715417,-0.014832054760108938,-0.25639979888835374,-0.5308812661384705,-0.3867868334515741,-0.2514312268583465,0.06347573670715417,-0.014832054760108938,20.895833333333332,0.17533333333333334,-2.334885861094448,0.15345268542199486,0.13165266106442575,9.165623696287026,0.3021939136588818,0.024062278839348895,0.032064128256512996,0.23380093520374082,0.0668002672010688,0.20869565217391306,0.08695652173913043,0.020289855072463767,0.017391304347826066,3.34664005322688,20.895833333333332,0.17533333333333334,-2.334885861094448,0.15345268542199486,0.13165266106442575,9.165623696287026,0.3021939136588818,0.024062278839348895,0.032064128256512996,0.23380093520374082,0.0668002672010688,0.20869565217391306,0.08695652173913043,0.020289855072463767,0.017391304347826066,3.34664005322688,0.3333333333333333,1,0,0,0.0,2.833213344056216,1.0,0,1.0,0.0,0.0
2015,BAL,john_harbaugh,John Harbaugh,marc_trestman,Marc Trestman,0.6111111111111112,112.0,0.7777777777777778,0.55,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.727387818712341,0.0,0.0,1,1.0,0.0,0.0
2015,BUF,rex_ryan,Rex Ryan,greg_roman,Greg Roman,0.484375,96.0,0.75,0.425,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4.574710978503383,0.0,1.0,0,1.0,0.0,0.0
2015,CAR,ron_rivera,Ron Rivera,mike_shula,Mike Shula,0.5052083333333333,64.0,0.6666666666666666,0.53125,16.0,0.5075268817204301,0.5075268817204301,0.01829284817537674,0.17256324557099323,0.012893832244171729,-0.16759925932253072,-0.08396229099511687,-0.2572691005026326,0.01829284817537674,0.17256324557099323,0.012893832244171729,-0.16759925932253072,-0.08396229099511687,-0.2572691005026326,21.854166666666664,0.19517543859649122,-0.7904716284692874,0.17747858017135865,0.1653543307086614,9.941499803690615,0.2258064516129032,0.07383512544802867,0.03209876543209876,0.19753086419753085,0.09135802469135802,0.10666666666666666,0.08266666666666667,0.064,0.05333333333333333,3.2724477244772445,21.854166666666664,0.19517543859649122,-0.7904716284692874,0.17747858017135865,0.1653543307086614,9.941499803690615,0.2258064516129032,0.07383512544802867,0.03209876543209876,0.19753086419753085,0.09135802469135802,0.10666666666666666,0.08266666666666667,0.064,0.05333333333333333,3.2724477244772445,0.3333333333333333,0,0,0,4.174387269895637,2.833213344056216,0.0,1,0.0,1.0,0.0
2015,CHI,john_fox,John Fox,adam_gase,Adam Gase,0.5625,208.0,0.8666666666666667,0.675,16.0,0.6408602150537634,0.6408602150537634,0.46583172797476036,0.39102763573838706,0.4911785940959968,0.5041096489381804,0.5089769763261511,0.5272730770313697,0.46583172797476036,0.39102763573838706,0.4911785940959968,0.5041096489381804,0.5089769763261511,0.5272730770313697,21.75,0.19437939110070257,0.38806537956018405,0.18170731707317073,0.21092278719397364,9.655939610647597,0.315955766192733,0.008688783570300132,0.054173576561636266,0.22609176340519624,0.053067993366500796,0.15619047619047619,0.13142857142857142,0.0438095238095238,0.0019047619047619,2.821487603305785,21.75,0.19437939110070257,0.38806537956018405,0.18170731707317073,0.21092278719397364,9.655939610647597,0.315955766192733,0.008688783570300132,0.054173576561636266,0.22609176340519624,0.053067993366500796,0.15619047619047619,0.13142857142857142,0.0438095238095238,0.0019047619047619,2.821487603305785,0.3333333333333333,0,0,0,5.342334251964811,2.833213344056216,1.0,0,,0.0,0.0
2015,CIN,marvin_lewis,Marvin Lewis,,,0.5223214285714286,192.0,0.8571428571428571,0.59375,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,5.262690188904886,0.0,0.0,1,,,
