season,team,opening_caller_id,opening_hc_id,closing_caller_id,closing_hc_id,historical_primary_caller_id,pc_within_season_change,hc_within_season_change,prev_closing_caller_id,prev_closing_hc_id,pc_changed_entering,hc_changed_entering,prior_season_pc_changed_within,prior_season_hc_changed_within
2001,MIN,,dennis_green,,mike_tice,,0,1,,dennis_green,,0.0,0.0,0.0
2001,NE,,bill_belichick,,bill_belichick,,0,0,,bill_belichick,,0.0,0.0,0.0
2001,NO,,jim_haslett,,jim_haslett,,0,0,,jim_haslett,,0.0,0.0,0.0
2001,NYG,,jim_fassel,,jim_fassel,,0,0,,jim_fassel,,0.0,0.0,0.0
2001,NYJ,,herm_edwards,,herm_edwards,,0,0,,al_groh,,1.0,0.0,0.0
2001,PHI,,andy_reid,,andy_reid,,0,0,,andy_reid,,0.0,0.0,0.0
2001,PIT,,bill_cowher,,bill_cowher,,0,0,,bill_cowher,,0.0,0.0,0.0
2001,SEA,,mike_holmgren,,mike_holmgren,,0,0,,mike_holmgren,,0.0,0.0,0.0
2001,SF,,steve_mariucci,,steve_mariucci,,0,0,,steve_mariucci,,0.0,0.0,0.0
2001,TB,,tony_dungy,,tony_dungy,,0,0,,tony_dungy,,0.0,0.0,0.0
2001,TEN,,jeff_fisher,,jeff_fisher,,0,0,,jeff_fisher,,0.0,0.0,0.0
2001,WAS,,marty_schottenheimer,,marty_schottenheimer,,0,0,,terry_robiskie,,1.0,0.0,1.0
2002,ARI,,dave_mcginnis,,dave_mcginnis,,0,0,,dave_mcginnis,,0.0,0.0,0.0
2002,ATL,,dan_reeves,,dan_reeves,,0,0,,dan_reeves,,0.0,0.0,0.0
2002,BAL,,brian_billick,,brian_billick,,0,0,,brian_billick,,0.0,0.0,0.0
2002,BUF,,gregg_williams,,gregg_williams,,0,0,,gregg_williams,,0.0,0.0,0.0
2002,CAR,,john_fox,,john_fox,,0,0,,george_seifert,,1.0,0.0,0.0
2002,CHI,,dick_jauron,,dick_jauron,,0,0,,dick_jauron,,0.0,0.0,0.0
2002,CIN,,dick_lebeau,,dick_lebeau,,0,0,,dick_lebeau,,0.0,0.0,0.0
2002,CLE,,butch_davis,,butch_davis,,0,0,,butch_davis,,0.0,0.0,0.0
2002,DAL,,dave_campo,,dave_campo,,0,0,,dave_campo,,0.0,0.0,0.0
2002,DEN,,mike_shanahan,,mike_shanahan,,0,0,,mike_shanahan,,0.0,0.0,0.0
2002,DET,,marty_mornhinweg,,marty_mornhinweg,,0,0,,marty_mornhinweg,,0.0,0.0,0.0
2002,GB,,mike_sherman,,mike_sherman,,0,0,,mike_sherman,,0.0,0.0,0.0
2002,HOU,,dom_capers,,dom_capers,,0,0,,,,,,
2002,IND,,tony_dungy,,tony_dungy,,0,0,,jim_mora,,1.0,0.0,0.0
2002,JAX,,tom_coughlin,,tom_coughlin,,0,0,,tom_coughlin,,0.0,0.0,0.0
2002,KC,,dick_vermeil,,dick_vermeil,,0,0,,dick_vermeil,,0.0,0.0,0.0
2002,LA,,mike_martz,,mike_martz,,0,0,,mike_martz,,0.0,0.0,0.0
2002,LAC,,marty_schottenheimer,,marty_schottenheimer,,0,0,,mike_riley,,1.0,0.0,0.0
2002,LV,,bill_callahan,,bill_callahan,,0,0,,jon_gruden,,1.0,0.0,0.0
2002,MIA,,dave_wannstedt,,dave_wannstedt,,0,0,,dave_wannstedt,,0.0,0.0,0.0
2002,MIN,,mike_tice,,mike_tice,,0,0,,mike_tice,,0.0,0.0,1.0
2002,NE,,bill_belichick,,bill_belichick,,0,0,,bill_belichick,,0.0,0.0,0.0
2002,NO,,jim_haslett,,jim_haslett,,0,0,,jim_haslett,,0.0,0.0,0.0
2002,NYG,,jim_fassel,,jim_fassel,,0,0,,jim_fassel,,0.0,0.0,0.0
2002,NYJ,,herm_edwards,,herm_edwards,,0,0,,herm_edwards,,0.0,0.0,0.0
2002,PHI,,andy_reid,,andy_reid,,0,0,,andy_reid,,0.0,0.0,0.0
2002,PIT,,bill_cowher,,bill_cowher,,0,0,,bill_cowher,,0.0,0.0,0.0
2002,SEA,,mike_holmgren,,mike_holmgren,,0,0,,mike_holmgren,,0.0,0.0,0.0
2002,SF,,steve_mariucci,,steve_mariucci,,0,0,,steve_mariucci,,0.0,0.0,0.0
2002,TB,,jon_gruden,,jon_gruden,,0,0,,tony_dungy,,1.0,0.0,0.0
2002,TEN,,jeff_fisher,,jeff_fisher,,0,0,,jeff_fisher,,0.0,0.0,0.0
2002,WAS,,steve_spurrier,,steve_spurrier,,0,0,,marty_schottenheimer,,1.0,0.0,0.0
2003,ARI,,dave_mcginnis,,dave_mcginnis,,0,0,,dave_mcginnis,,0.0,0.0,0.0
2003,ATL,,dan_reeves,,wade_phillips,,0,1,,dan_reeves,,0.0,0.0,0.0
2003,BAL,,brian_billick,,brian_billick,,0,0,,brian_billick,,0.0,0.0,0.0
2003,BUF,,gregg_williams,,gregg_williams,,0,0,,gregg_williams,,0.0,0.0,0.0
2003,CAR,,john_fox,,john_fox,,0,0,,john_fox,,0.0,0.0,0.0
2003,CHI,,dick_jauron,,dick_jauron,,0,0,,dick_jauron,,0.0,0.0,0.0
2003,CIN,,marvin_lewis,,marvin_lewis,,0,0,,dick_lebeau,,1.0,0.0,0.0
2003,CLE,,butch_davis,,butch_davis,,0,0,,butch_davis,,0.0,0.0,0.0
2003,DAL,,bill_parcells,,bill_parcells,,0,0,,dave_campo,,1.0,0.0,0.0
2003,DEN,,mike_shanahan,,mike_shanahan,,0,0,,mike_shanahan,,0.0,0.0,0.0
2003,DET,,steve_mariucci,,steve_mariucci,,0,0,,marty_mornhinweg,,1.0,0.0,0.0
2003,GB,,mike_sherman,,mike_sherman,,0,0,,mike_sherman,,0.0,0.0,0.0
2003,HOU,,dom_capers,,dom_capers,,0,0,,dom_capers,,0.0,0.0,0.0
2003,IND,,tony_dungy,,tony_dungy,,0,0,,tony_dungy,,0.0,0.0,0.0
2003,JAX,,jack_del_rio,,jack_del_rio,,0,0,,tom_coughlin,,1.0,0.0,0.0
2003,KC,,dick_vermeil,,dick_vermeil,,0,0,,dick_vermeil,,0.0,0.0,0.0
2003,LA,,mike_martz,,mike_martz,,0,0,,mike_martz,,0.0,0.0,0.0
2003,LAC,,marty_schottenheimer,,marty_schottenheimer,,0,0,,marty_schottenheimer,,0.0,0.0,0.0
2003,LV,,bill_callahan,,bill_callahan,,0,0,,bill_callahan,,0.0,0.0,0.0
2003,MIA,,dave_wannstedt,,dave_wannstedt,,0,0,,dave_wannstedt,,0.0,0.0,0.0
2003,MIN,,mike_tice,,mike_tice,,0,0,,mike_tice,,0.0,0.0,0.0
2003,NE,,bill_belichick,,bill_belichick,,0,0,,bill_belichick,,0.0,0.0,0.0
2003,NO,,jim_haslett,,jim_haslett,,0,0,,jim_haslett,,0.0,0.0,0.0
2003,NYG,,jim_fassel,,jim_fassel,,0,0,,jim_fassel,,0.0,0.0,0.0
2003,NYJ,,herm_edwards,,herm_edwards,,0,0,,herm_edwards,,0.0,0.0,0.0
2003,PHI,,andy_reid,,andy_reid,,0,0,,andy_reid,,0.0,0.0,0.0
2003,PIT,,bill_cowher,,bill_cowher,,0,0,,bill_cowher,,0.0,0.0,0.0
2003,SEA,,mike_holmgren,,mike_holmgren,,0,0,,mike_holmgren,,0.0,0.0,0.0
2003,SF,,dennis_erickson,,dennis_erickson,,0,0,,steve_mariucci,,1.0,0.0,0.0
2003,TB,,jon_gruden,,jon_gruden,,0,0,,jon_gruden,,0.0,0.0,0.0
2003,TEN,,jeff_fisher,,jeff_fisher,,0,0,,jeff_fisher,,0.0,0.0,0.0
2003,WAS,,steve_spurrier,,steve_spurrier,,0,0,,steve_spurrier,,0.0,0.0,0.0
2004,ARI,,dennis_green,,dennis_green,,0,0,,dave_mcginnis,,1.0,0.0,0.0
2004,ATL,,jim_mora,,jim_mora,,0,0,,wade_phillips,,1.0,0.0,1.0
2004,BAL,,brian_billick,,brian_billick,,0,0,,brian_billick,,0.0,0.0,0.0
2004,BUF,,mike_mularkey,,mike_mularkey,,0,0,,gregg_williams,,1.0,0.0,0.0
2004,CAR,,john_fox,,john_fox,,0,0,,john_fox,,0.0,0.0,0.0
2004,CHI,,lovie_smith,,lovie_smith,,0,0,,dick_jauron,,1.0,0.0,0.0
2004,CIN,,marvin_lewis,,marvin_lewis,,0,0,,marvin_lewis,,0.0,0.0,0.0
2004,CLE,,butch_davis,,terry_robiskie,,0,1,,butch_davis,,0.0,0.0,0.0
2004,DAL,,bill_parcells,,bill_parcells,,0,0,,bill_parcells,,0.0,0.0,0.0
2004,DEN,,mike_shanahan,,mike_shanahan,,0,0,,mike_shanahan,,0.0,0.0,0.0
2004,DET,,steve_mariucci,,steve_mariucci,,0,0,,steve_mariucci,,0.0,0.0,0.0
2004,GB,,mike_sherman,,mike_sherman,,0,0,,mike_sherman,,0.0,0.0,0.0
2004,HOU,,dom_capers,,dom_capers,,0,0,,dom_capers,,0.0,0.0,0.0
2004,IND,,tony_dungy,,tony_dungy,,0,0,,tony_dungy,,0.0,0.0,0.0
2004,JAX,,jack_del_rio,,jack_del_rio,,0,0,,jack_del_rio,,0.0,0.0,0.0
2004,KC,,dick_vermeil,,dick_vermeil,,0,0,,dick_vermeil,,0.0,0.0,0.0
2004,LA,,mike_martz,,mike_martz,,0,0,,mike_martz,,0.0,0.0,0.0
2004,LAC,,marty_schottenheimer,,marty_schottenheimer,,0,0,,marty_schottenheimer,,0.0,0.0,0.0
2004,LV,,norv_turner,,norv_turner,,0,0,,bill_callahan,,1.0,0.0,0.0
2004,MIA,,dave_wannstedt,,jim_bates,,0,1,,dave_wannstedt,,0.0,0.0,0.0
2004,MIN,,mike_tice,,mike_tice,,0,0,,mike_tice,,0.0,0.0,0.0
2004,NE,,bill_belichick,,bill_belichick,,0,0,,bill_belichick,,0.0,0.0,0.0
2004,NO,,jim_haslett,,jim_haslett,,0,0,,jim_haslett,,0.0,0.0,0.0
2004,NYG,,tom_coughlin,,tom_coughlin,,0,0,,jim_fassel,,1.0,0.0,0.0
2004,NYJ,,herm_edwards,,herm_edwards,,0,0,,herm_edwards,,0.0,0.0,0.0
2004,PHI,,andy_reid,,andy_reid,,0,0,,andy_reid,,0.0,0.0,0.0
2004,PIT,,bill_cowher,,bill_cowher,,0,0,,bill_cowher,,0.0,0.0,0.0
2004,SEA,,mike_holmgren,,mike_holmgren,,0,0,,mike_holmgren,,0.0,0.0,0.0
2004,SF,,dennis_erickson,,dennis_erickson,,0,0,,dennis_erickson,,0.0,0.0,0.0
2004,TB,,jon_gruden,,jon_gruden,,0,0,,jon_gruden,,0.0,0.0,0.0
2004,TEN,,jeff_fisher,,jeff_fisher,,0,0,,jeff_fisher,,0.0,0.0,0.0
2004,WAS,,joe_gibbs,,joe_gibbs,,0,0,,steve_spurrier,,1.0,0.0,0.0
2005,ARI,,dennis_green,,dennis_green,,0,0,,dennis_green,,0.0,0.0,0.0
2005,ATL,,jim_mora,,jim_mora,,0,0,,jim_mora,,0.0,0.0,0.0
2005,BAL,,brian_billick,,brian_billick,,0,0,,brian_billick,,0.0,0.0,0.0
2005,BUF,,mike_mularkey,,mike_mularkey,,0,0,,mike_mularkey,,0.0,0.0,0.0
2005,CAR,,john_fox,,john_fox,,0,0,,john_fox,,0.0,0.0,0.0
2005,CHI,,lovie_smith,,lovie_smith,,0,0,,lovie_smith,,0.0,0.0,0.0
2005,CIN,,marvin_lewis,,marvin_lewis,,0,0,,marvin_lewis,,0.0,0.0,0.0
2005,CLE,,romeo_crennel,,romeo_crennel,,0,0,,terry_robiskie,,1.0,0.0,1.0
2005,DAL,,bill_parcells,,bill_parcells,,0,0,,bill_parcells,,0.0,0.0,0.0
2005,DEN,,mike_shanahan,,mike_shanahan,,0,0,,mike_shanahan,,0.0,0.0,0.0
2005,DET,,steve_mariucci,,dick_jauron,,0,1,,steve_mariucci,,0.0,0.0,0.0
2005,GB,,mike_sherman,,mike_sherman,,0,0,,mike_sherman,,0.0,0.0,0.0
2005,HOU,,dom_capers,,dom_capers,,0,0,,dom_capers,,0.0,0.0,0.0
2005,IND,,tony_dungy,,tony_dungy,,0,0,,tony_dungy,,0.0,0.0,0.0
2005,JAX,,jack_del_rio,,jack_del_rio,,0,0,,jack_del_rio,,0.0,0.0,0.0
2005,KC,,dick_vermeil,,dick_vermeil,,0,0,,dick_vermeil,,0.0,0.0,0.0
2005,LA,,mike_martz,,joe_vitt,,0,1,,mike_martz,,0.0,0.0,0.0
2005,LAC,,marty_schottenheimer,,marty_schottenheimer,,0,0,,marty_schottenheimer,,0.0,0.0,0.0
2005,LV,,norv_turner,,norv_turner,,0,0,,norv_turner,,0.0,0.0,0.0
2005,MIA,,nick_saban,,nick_saban,,0,0,,jim_bates,,1.0,0.0,1.0
2005,MIN,,mike_tice,,mike_tice,,0,0,,mike_tice,,0.0,0.0,0.0
2005,NE,,bill_belichick,,bill_belichick,,0,0,,bill_belichick,,0.0,0.0,0.0
2005,NO,,jim_haslett,,jim_haslett,,0,0,,jim_haslett,,0.0,0.0,0.0
2005,NYG,,tom_coughlin,,tom_coughlin,,0,0,,tom_coughlin,,0.0,0.0,0.0
2005,NYJ,,herm_edwards,,herm_edwards,,0,0,,herm_edwards,,0.0,0.0,0.0
2005,PHI,,andy_reid,,andy_reid,,0,0,,andy_reid,,0.0,0.0,0.0
2005,PIT,,bill_cowher,,bill_cowher,,0,0,,bill_cowher,,0.0,0.0,0.0
2005,SEA,,mike_holmgren,,mike_holmgren,,0,0,,mike_holmgren,,0.0,0.0,0.0
2005,SF,,mike_nolan,,mike_nolan,,0,0,,dennis_erickson,,1.0,0.0,0.0
2005,TB,,jon_gruden,,jon_gruden,,0,0,,jon_gruden,,0.0,0.0,0.0
2005,TEN,,jeff_fisher,,jeff_fisher,,0,0,,jeff_fisher,,0.0,0.0,0.0
2005,WAS,,joe_gibbs,,joe_gibbs,,0,0,,joe_gibbs,,0.0,0.0,0.0
2006,ARI,,dennis_green,,dennis_green,,0,0,,dennis_green,,0.0,0.0,0.0
2006,ATL,,jim_mora,,jim_mora,,0,0,,jim_mora,,0.0,0.0,0.0
2006,BAL,,brian_billick,,brian_billick,,0,0,,brian_billick,,0.0,0.0,0.0
2006,BUF,,dick_jauron,,dick_jauron,,0,0,,mike_mularkey,,1.0,0.0,0.0
2006,CAR,,john_fox,,john_fox,,0,0,,john_fox,,0.0,0.0,0.0
2006,CHI,,lovie_smith,,lovie_smith,,0,0,,lovie_smith,,0.0,0.0,0.0
2006,CIN,,marvin_lewis,,marvin_lewis,,0,0,,marvin_lewis,,0.0,0.0,0.0
2006,CLE,,romeo_crennel,,romeo_crennel,,0,0,,romeo_crennel,,0.0,0.0,0.0
2006,DAL,,bill_parcells,,bill_parcells,,0,0,,bill_parcells,,0.0,0.0,0.0
2006,DEN,,mike_shanahan,,mike_shanahan,,0,0,,mike_shanahan,,0.0,0.0,0.0
2006,DET,,rod_marinelli,,rod_marinelli,,0,0,,dick_jauron,,1.0,0.0,1.0
2006,GB,,mike_mccarthy,,mike_mccarthy,,0,0,,mike_sherman,,1.0,0.0,0.0
2006,HOU,,gary_kubiak,,gary_kubiak,,0,0,,dom_capers,,1.0,0.0,0.0
2006,IND,,tony_dungy,,tony_dungy,,0,0,,tony_dungy,,0.0,0.0,0.0
2006,JAX,,jack_del_rio,,jack_del_rio,,0,0,,jack_del_rio,,0.0,0.0,0.0
2006,KC,,herm_edwards,,herm_edwards,,0,0,,dick_vermeil,,1.0,0.0,0.0
2006,LA,,scott_linehan,,scott_linehan,,0,0,,joe_vitt,,1.0,0.0,1.0
2006,LAC,,marty_schottenheimer,,marty_schottenheimer,,0,0,,marty_schottenheimer,,0.0,0.0,0.0
2006,LV,,art_shell,,art_shell,,0,0,,norv_turner,,1.0,0.0,0.0
2006,MIA,,nick_saban,,nick_saban,,0,0,,nick_saban,,0.0,0.0,0.0
2006,MIN,,brad_childress,,brad_childress,,0,0,,mike_tice,,1.0,0.0,0.0
2006,NE,,bill_belichick,,bill_belichick,,0,0,,bill_belichick,,0.0,0.0,0.0
2006,NO,,sean_payton,,sean_payton,,0,0,,jim_haslett,,1.0,0.0,0.0
2006,NYG,,tom_coughlin,,tom_coughlin,,0,0,,tom_coughlin,,0.0,0.0,0.0
2006,NYJ,,eric_mangini,,eric_mangini,,0,0,,herm_edwards,,1.0,0.0,0.0
2006,PHI,,andy_reid,,andy_reid,,0,0,,andy_reid,,0.0,0.0,0.0
2006,PIT,,bill_cowher,,bill_cowher,,0,0,,bill_cowher,,0.0,0.0,0.0
2006,SEA,,mike_holmgren,,mike_holmgren,,0,0,,mike_holmgren,,0.0,0.0,0.0
2006,SF,,mike_nolan,,mike_nolan,,0,0,,mike_nolan,,0.0,0.0,0.0
2006,TB,,jon_gruden,,jon_gruden,,0,0,,jon_gruden,,0.0,0.0,0.0
2006,TEN,,jeff_fisher,,jeff_fisher,,0,0,,jeff_fisher,,0.0,0.0,0.0
2006,WAS,,joe_gibbs,,joe_gibbs,,0,0,,joe_gibbs,,0.0,0.0,0.0
2007,ARI,,ken_whisenhunt,,ken_whisenhunt,,0,0,,dennis_green,,1.0,0.0,0.0
2007,ATL,,bobby_petrino,,emmitt_thomas,,0,1,,jim_mora,,1.0,0.0,0.0
2007,BAL,,brian_billick,,brian_billick,,0,0,,brian_billick,,0.0,0.0,0.0
2007,BUF,,dick_jauron,,dick_jauron,,0,0,,dick_jauron,,0.0,0.0,0.0
2007,CAR,,john_fox,,john_fox,,0,0,,john_fox,,0.0,0.0,0.0
2007,CHI,,lovie_smith,,lovie_smith,,0,0,,lovie_smith,,0.0,0.0,0.0
2007,CIN,,marvin_lewis,,marvin_lewis,,0,0,,marvin_lewis,,0.0,0.0,0.0
2007,CLE,,romeo_crennel,,romeo_crennel,,0,0,,romeo_crennel,,0.0,0.0,0.0
2007,DAL,,wade_phillips,,wade_phillips,,0,0,,bill_parcells,,1.0,0.0,0.0
2007,DEN,,mike_shanahan,,mike_shanahan,,0,0,,mike_shanahan,,0.0,0.0,0.0
2007,DET,,rod_marinelli,,rod_marinelli,,0,0,,rod_marinelli,,0.0,0.0,0.0
2007,GB,,mike_mccarthy,,mike_mccarthy,,0,0,,mike_mccarthy,,0.0,0.0,0.0
2007,HOU,,gary_kubiak,,gary_kubiak,,0,0,,gary_kubiak,,0.0,0.0,0.0
2007,IND,,tony_dungy,,tony_dungy,,0,0,,tony_dungy,,0.0,0.0,0.0
2007,JAX,,jack_del_rio,,jack_del_rio,,0,0,,jack_del_rio,,0.0,0.0,0.0
2007,KC,,herm_edwards,,herm_edwards,,0,0,,herm_edwards,,0.0,0.0,0.0
2007,LA,,scott_linehan,,scott_linehan,,0,0,,scott_linehan,,0.0,0.0,0.0
2007,LAC,,norv_turner,,norv_turner,,0,0,,marty_schottenheimer,,1.0,0.0,0.0
2007,LV,,lane_kiffin,,lane_kiffin,,0,0,,art_shell,,1.0,0.0,0.0
2007,MIA,,cam_cameron,,cam_cameron,,0,0,,nick_saban,,1.0,0.0,0.0
2007,MIN,,brad_childress,,brad_childress,,0,0,,brad_childress,,0.0,0.0,0.0
2007,NE,,bill_belichick,,bill_belichick,,0,0,,bill_belichick,,0.0,0.0,0.0
2007,NO,,sean_payton,,sean_payton,,0,0,,sean_payton,,0.0,0.0,0.0
2007,NYG,,tom_coughlin,,tom_coughlin,,0,0,,tom_coughlin,,0.0,0.0,0.0
2007,NYJ,,eric_mangini,,eric_mangini,,0,0,,eric_mangini,,0.0,0.0,0.0
2007,PHI,,andy_reid,,andy_reid,,0,0,,andy_reid,,0.0,0.0,0.0
2007,PIT,,mike_tomlin,,mike_tomlin,,0,0,,bill_cowher,,1.0,0.0,0.0
2007,SEA,,mike_holmgren,,mike_holmgren,,0,0,,mike_holmgren,,0.0,0.0,0.0
2007,SF,,mike_nolan,,mike_nolan,,0,0,,mike_nolan,,0.0,0.0,0.0
2007,TB,,jon_gruden,,jon_gruden,,0,0,,jon_gruden,,0.0,0.0,0.0
2007,TEN,,jeff_fisher,,jeff_fisher,,0,0,,jeff_fisher,,0.0,0.0,0.0
2007,WAS,,joe_gibbs,,joe_gibbs,,0,0,,joe_gibbs,,0.0,0.0,0.0
2008,ARI,,ken_whisenhunt,,ken_whisenhunt,,0,0,,ken_whisenhunt,,0.0,0.0,0.0
2008,ATL,,mike_smith,,mike_smith,,0,0,,emmitt_thomas,,1.0,0.0,1.0
2008,BAL,,john_harbaugh,,john_harbaugh,,0,0,,brian_billick,,1.0,0.0,0.0
