season,team,projection_cutoff,expected_opening_caller_id,eligible_at_cutoff,unknown_reason,expected_opening_hc_id,prev_season_closing_caller_id,prev_closing_hc_id,prev_closing_caller_id,pc_changed_entering,hc_changed_entering,caller_identity_unknown,hc_identity_unknown
2016,NYG,2016-09-07,,False,post_cutoff_evidence_only,ben_mcadoo,ben_mcadoo,tom_coughlin,ben_mcadoo,,1.0,1,0
2016,NYJ,2016-09-07,,False,post_cutoff_evidence_only,todd_bowles,chan_gailey,todd_bowles,chan_gailey,,0.0,1,0
2016,PHI,2016-09-07,,False,post_cutoff_evidence_only,doug_pederson,chip_kelly,pat_shurmur,chip_kelly,,1.0,1,0
2016,PIT,2016-09-07,,False,post_cutoff_evidence_only,mike_tomlin,todd_haley,mike_tomlin,todd_haley,,0.0,1,0
2016,SEA,2016-09-07,,False,post_cutoff_evidence_only,pete_carroll,darrell_bevell,pete_carroll,darrell_bevell,,0.0,1,0
2016,SF,2016-09-07,chip_kelly,True,,chip_kelly,geep_chryst,jim_tomsula,geep_chryst,1.0,1.0,0,0
2016,TB,2016-09-07,dirk_koetter,True,,dirk_koetter,dirk_koetter,lovie_smith,dirk_koetter,0.0,1.0,0,0
2016,TEN,2016-09-07,terry_robiskie,True,,mike_mularkey,jason_michael,ken_whisenhunt,jason_michael,1.0,1.0,0,0
2016,WAS,2016-09-07,,False,post_cutoff_evidence_only,jay_gruden,sean_mcvay,jay_gruden,sean_mcvay,,0.0,1,0
2017,ARI,2017-09-06,,False,post_cutoff_evidence_only,bruce_arians,bruce_arians,bruce_arians,bruce_arians,,0.0,1,0
2017,ATL,2017-09-06,,False,post_cutoff_evidence_only,dan_quinn,kyle_shanahan,dan_quinn,kyle_shanahan,,0.0,1,0
2017,BAL,2017-09-06,,False,post_cutoff_evidence_only,john_harbaugh,marty_mornhinweg,john_harbaugh,marty_mornhinweg,,0.0,1,0
2017,BUF,2017-09-06,,False,post_cutoff_evidence_only,sean_mcdermott,anthony_lynn,anthony_lynn,anthony_lynn,,1.0,1,0
2017,CAR,2017-09-06,,False,post_cutoff_evidence_only,ron_rivera,mike_shula,ron_rivera,mike_shula,,0.0,1,0
2017,CHI,2017-09-06,,False,post_cutoff_evidence_only,john_fox,,john_fox,,,0.0,1,0
2017,CIN,2017-09-06,,False,missing_or_uncertain_date,marvin_lewis,,marvin_lewis,,,0.0,1,0
2017,CLE,2017-09-06,,False,post_cutoff_evidence_only,hue_jackson,hue_jackson,hue_jackson,hue_jackson,,0.0,1,0
2017,DAL,2017-09-06,,False,post_cutoff_evidence_only,jason_garrett,scott_linehan,jason_garrett,scott_linehan,,0.0,1,0
2017,DEN,2017-09-06,,False,post_cutoff_evidence_only,vance_joseph,,gary_kubiak,,,1.0,1,0
2017,DET,2017-09-06,,False,post_cutoff_evidence_only,jim_caldwell,jim_bob_cooter,jim_caldwell,jim_bob_cooter,,0.0,1,0
2017,GB,2017-09-06,,False,post_cutoff_evidence_only,mike_mccarthy,mike_mccarthy,mike_mccarthy,mike_mccarthy,,0.0,1,0
2017,HOU,2017-09-06,,False,post_cutoff_evidence_only,bill_obrien,bill_obrien,bill_obrien,bill_obrien,,0.0,1,0
2017,IND,2017-09-06,,False,post_cutoff_evidence_only,chuck_pagano,rob_chudzinski,chuck_pagano,rob_chudzinski,,0.0,1,0
2017,JAX,2017-09-06,,False,post_cutoff_evidence_only,doug_marrone,nathaniel_hackett,doug_marrone,nathaniel_hackett,,0.0,1,0
2017,KC,2017-09-06,,False,post_cutoff_evidence_only,andy_reid,andy_reid,andy_reid,andy_reid,,0.0,1,0
2017,LA,2017-09-06,,False,post_cutoff_evidence_only,sean_mcvay,rob_boras,jeff_fisher,rob_boras,,1.0,1,0
2017,LAC,2017-09-06,,False,post_cutoff_evidence_only,anthony_lynn,,mike_mccoy,,,1.0,1,0
2017,LV,2017-09-06,,False,post_cutoff_evidence_only,jack_del_rio,bill_musgrave,jack_del_rio,bill_musgrave,,0.0,1,0
2017,MIA,2017-09-06,,False,post_cutoff_evidence_only,adam_gase,adam_gase,adam_gase,adam_gase,,0.0,1,0
2017,MIN,2017-09-06,,False,post_cutoff_evidence_only,mike_zimmer,pat_shurmur,mike_zimmer,pat_shurmur,,0.0,1,0
2017,NE,2017-09-06,,False,post_cutoff_evidence_only,bill_belichick,josh_mcdaniels,bill_belichick,josh_mcdaniels,,0.0,1,0
2017,NO,2017-09-06,,False,post_cutoff_evidence_only,sean_payton,,sean_payton,,,0.0,1,0
2017,NYG,2017-09-06,,False,post_cutoff_evidence_only,ben_mcadoo,ben_mcadoo,ben_mcadoo,ben_mcadoo,,0.0,1,0
2017,NYJ,2017-09-06,,False,post_cutoff_evidence_only,todd_bowles,chan_gailey,todd_bowles,chan_gailey,,0.0,1,0
2017,PHI,2017-09-06,,False,post_cutoff_evidence_only,doug_pederson,doug_pederson,doug_pederson,doug_pederson,,0.0,1,0
2017,PIT,2017-09-06,,False,post_cutoff_evidence_only,mike_tomlin,todd_haley,mike_tomlin,todd_haley,,0.0,1,0
2017,SEA,2017-09-06,,False,post_cutoff_evidence_only,pete_carroll,darrell_bevell,pete_carroll,darrell_bevell,,0.0,1,0
2017,SF,2017-09-06,,False,post_cutoff_evidence_only,kyle_shanahan,chip_kelly,chip_kelly,chip_kelly,,1.0,1,0
2017,TB,2017-09-06,,False,post_cutoff_evidence_only,dirk_koetter,dirk_koetter,dirk_koetter,dirk_koetter,,0.0,1,0
2017,TEN,2017-09-06,,False,post_cutoff_evidence_only,mike_mularkey,terry_robiskie,mike_mularkey,terry_robiskie,,0.0,1,0
2017,WAS,2017-09-06,,False,post_cutoff_evidence_only,jay_gruden,sean_mcvay,jay_gruden,sean_mcvay,,0.0,1,0
2018,ARI,2018-09-05,mike_mccoy,True,,steve_wilks,bruce_arians,bruce_arians,bruce_arians,1.0,1.0,0,0
2018,ATL,2018-09-05,steve_sarkisian,True,,dan_quinn,steve_sarkisian,dan_quinn,steve_sarkisian,0.0,0.0,0,0
2018,BAL,2018-09-05,marty_mornhinweg,True,,john_harbaugh,marty_mornhinweg,john_harbaugh,marty_mornhinweg,0.0,0.0,0,0
2018,BUF,2018-09-05,brian_daboll,True,,sean_mcdermott,rick_dennison,sean_mcdermott,rick_dennison,1.0,0.0,0,0
2018,CAR,2018-09-05,norv_turner,True,,ron_rivera,mike_shula,ron_rivera,mike_shula,1.0,0.0,0,0
2018,CHI,2018-09-05,matt_nagy,True,,matt_nagy,dowell_loggains,john_fox,dowell_loggains,1.0,1.0,0,0
2018,CIN,2018-09-05,bill_lazor,True,,marvin_lewis,bill_lazor,marvin_lewis,bill_lazor,0.0,0.0,0,0
2018,CLE,2018-09-05,,False,post_cutoff_evidence_only,hue_jackson,hue_jackson,hue_jackson,hue_jackson,,0.0,1,0
2018,DAL,2018-09-05,scott_linehan,True,,jason_garrett,scott_linehan,jason_garrett,scott_linehan,0.0,0.0,0,0
2018,DEN,2018-09-05,bill_musgrave,True,,vance_joseph,mike_mccoy,vance_joseph,mike_mccoy,1.0,0.0,0,0
2018,DET,2018-09-05,jim_bob_cooter,True,,matt_patricia,jim_bob_cooter,jim_caldwell,jim_bob_cooter,0.0,1.0,0,0
2018,GB,2018-09-05,mike_mccarthy,True,,mike_mccarthy,mike_mccarthy,mike_mccarthy,mike_mccarthy,0.0,0.0,0,0
2018,HOU,2018-09-05,bill_obrien,True,,bill_obrien,bill_obrien,bill_obrien,bill_obrien,0.0,0.0,0,0
2018,IND,2018-09-05,frank_reich,True,,frank_reich,rob_chudzinski,chuck_pagano,rob_chudzinski,1.0,1.0,0,0
2018,JAX,2018-09-05,nathaniel_hackett,True,,doug_marrone,nathaniel_hackett,doug_marrone,nathaniel_hackett,0.0,0.0,0,0
2018,KC,2018-09-05,andy_reid,True,,andy_reid,matt_nagy,andy_reid,matt_nagy,1.0,0.0,0,0
2018,LA,2018-09-05,sean_mcvay,True,,sean_mcvay,sean_mcvay,sean_mcvay,sean_mcvay,0.0,0.0,0,0
2018,LAC,2018-09-05,ken_whisenhunt,True,,anthony_lynn,ken_whisenhunt,anthony_lynn,ken_whisenhunt,0.0,0.0,0,0
2018,LV,2018-09-05,jon_gruden,True,,jon_gruden,todd_downing,jack_del_rio,todd_downing,1.0,1.0,0,0
2018,MIA,2018-09-05,adam_gase,True,,adam_gase,adam_gase,adam_gase,adam_gase,0.0,0.0,0,0
2018,MIN,2018-09-05,john_defilippo,True,,mike_zimmer,pat_shurmur,mike_zimmer,pat_shurmur,1.0,0.0,0,0
2018,NE,2018-09-05,josh_mcdaniels,True,,bill_belichick,josh_mcdaniels,bill_belichick,josh_mcdaniels,0.0,0.0,0,0
2018,NO,2018-09-05,sean_payton,True,,sean_payton,sean_payton,sean_payton,sean_payton,0.0,0.0,0,0
2018,NYG,2018-09-05,pat_shurmur,True,,pat_shurmur,mike_sullivan,steve_spagnuolo,mike_sullivan,1.0,1.0,0,0
2018,NYJ,2018-09-05,jeremy_bates,True,,todd_bowles,john_morton,todd_bowles,john_morton,1.0,0.0,0,0
2018,PHI,2018-09-05,doug_pederson,True,,doug_pederson,doug_pederson,doug_pederson,doug_pederson,0.0,0.0,0,0
2018,PIT,2018-09-05,randy_fichtner,True,,mike_tomlin,todd_haley,mike_tomlin,todd_haley,1.0,0.0,0,0
2018,SEA,2018-09-05,brian_schottenheimer,True,,pete_carroll,darrell_bevell,pete_carroll,darrell_bevell,1.0,0.0,0,0
2018,SF,2018-09-05,kyle_shanahan,True,,kyle_shanahan,kyle_shanahan,kyle_shanahan,kyle_shanahan,0.0,0.0,0,0
2018,TB,2018-09-05,dirk_koetter,True,,dirk_koetter,dirk_koetter,dirk_koetter,dirk_koetter,0.0,0.0,0,0
2018,TEN,2018-09-05,matt_lafleur,True,,mike_vrabel,terry_robiskie,mike_mularkey,terry_robiskie,1.0,1.0,0,0
2018,WAS,2018-09-05,jay_gruden,True,,jay_gruden,jay_gruden,jay_gruden,jay_gruden,0.0,0.0,0,0
2019,ARI,2019-09-04,,False,unresolved_historical_attribution,kliff_kingsbury,mike_mccoy,steve_wilks,mike_mccoy,,1.0,1,0
2019,ATL,2019-09-04,,False,unresolved_historical_attribution,dan_quinn,steve_sarkisian,dan_quinn,steve_sarkisian,,0.0,1,0
2019,BAL,2019-09-04,,False,unresolved_historical_attribution,john_harbaugh,marty_mornhinweg,john_harbaugh,marty_mornhinweg,,0.0,1,0
2019,BUF,2019-09-04,,False,unresolved_historical_attribution,sean_mcdermott,brian_daboll,sean_mcdermott,brian_daboll,,0.0,1,0
2019,CAR,2019-09-04,norv_turner,True,,ron_rivera,norv_turner,ron_rivera,norv_turner,0.0,0.0,0,0
2019,CHI,2019-09-04,,False,post_cutoff_evidence_only,matt_nagy,matt_nagy,matt_nagy,matt_nagy,,0.0,1,0
2019,CIN,2019-09-04,,False,post_cutoff_evidence_only,zac_taylor,bill_lazor,marvin_lewis,bill_lazor,,1.0,1,0
2019,CLE,2019-09-04,freddie_kitchens,True,,freddie_kitchens,freddie_kitchens,gregg_williams,freddie_kitchens,0.0,1.0,0,0
2019,DAL,2019-09-04,kellen_moore,True,,jason_garrett,scott_linehan,jason_garrett,scott_linehan,1.0,0.0,0,0
2019,DEN,2019-09-04,,False,post_cutoff_evidence_only,vic_fangio,bill_musgrave,vance_joseph,bill_musgrave,,1.0,1,0
2019,DET,2019-09-04,,False,unresolved_historical_attribution,matt_patricia,jim_bob_cooter,matt_patricia,jim_bob_cooter,,0.0,1,0
2019,GB,2019-09-04,matt_lafleur,True,,matt_lafleur,mike_mccarthy,joe_philbin,mike_mccarthy,1.0,1.0,0,0
2019,HOU,2019-09-04,,False,post_cutoff_evidence_only,bill_obrien,bill_obrien,bill_obrien,bill_obrien,,0.0,1,0
2019,IND,2019-09-04,,False,post_cutoff_evidence_only,frank_reich,frank_reich,frank_reich,frank_reich,,0.0,1,0
2019,JAX,2019-09-04,,False,post_cutoff_evidence_only,doug_marrone,nathaniel_hackett,doug_marrone,nathaniel_hackett,,0.0,1,0
2019,KC,2019-09-04,,False,post_cutoff_evidence_only,andy_reid,andy_reid,andy_reid,andy_reid,,0.0,1,0
2019,LA,2019-09-04,,False,post_cutoff_evidence_only,sean_mcvay,sean_mcvay,sean_mcvay,sean_mcvay,,0.0,1,0
2019,LAC,2019-09-04,,False,missing_or_uncertain_date,anthony_lynn,ken_whisenhunt,anthony_lynn,ken_whisenhunt,,0.0,1,0
2019,LV,2019-09-04,,False,post_cutoff_evidence_only,jon_gruden,jon_gruden,jon_gruden,jon_gruden,,0.0,1,0
2019,MIA,2019-09-04,chad_oshea,True,,brian_flores,adam_gase,adam_gase,adam_gase,1.0,1.0,0,0
2019,MIN,2019-09-04,kevin_stefanski,True,,mike_zimmer,john_defilippo,mike_zimmer,john_defilippo,1.0,0.0,0,0
2019,NE,2019-09-04,,False,unresolved_historical_attribution,bill_belichick,josh_mcdaniels,bill_belichick,josh_mcdaniels,,0.0,1,0
2019,NO,2019-09-04,,False,unresolved_historical_attribution,sean_payton,sean_payton,sean_payton,sean_payton,,0.0,1,0
2019,NYG,2019-09-04,,False,unresolved_historical_attribution,pat_shurmur,pat_shurmur,pat_shurmur,pat_shurmur,,0.0,1,0
2019,NYJ,2019-09-04,,False,post_cutoff_evidence_only,adam_gase,jeremy_bates,todd_bowles,jeremy_bates,,1.0,1,0
2019,PHI,2019-09-04,,False,post_cutoff_evidence_only,doug_pederson,doug_pederson,doug_pederson,doug_pederson,,0.0,1,0
2019,PIT,2019-09-04,,False,post_cutoff_evidence_only,mike_tomlin,randy_fichtner,mike_tomlin,randy_fichtner,,0.0,1,0
2019,SEA,2019-09-04,,False,post_cutoff_evidence_only,pete_carroll,brian_schottenheimer,pete_carroll,brian_schottenheimer,,0.0,1,0
2019,SF,2019-09-04,,False,post_cutoff_evidence_only,kyle_shanahan,kyle_shanahan,kyle_shanahan,kyle_shanahan,,0.0,1,0
2019,TB,2019-09-04,byron_leftwich,True,,bruce_arians,dirk_koetter,dirk_koetter,dirk_koetter,1.0,1.0,0,0
2019,TEN,2019-09-04,,False,post_cutoff_evidence_only,mike_vrabel,matt_lafleur,mike_vrabel,matt_lafleur,,0.0,1,0
2019,WAS,2019-09-04,,False,missing_or_uncertain_date,jay_gruden,jay_gruden,jay_gruden,jay_gruden,,0.0,1,0
2020,ARI,2020-09-09,kliff_kingsbury,True,,kliff_kingsbury,,kliff_kingsbury,,,0.0,0,0
2020,ATL,2020-09-09,,False,post_cutoff_evidence_only,dan_quinn,,dan_quinn,,,0.0,1,0
2020,BAL,2020-09-09,greg_roman,True,,john_harbaugh,,john_harbaugh,,,0.0,0,0
2020,BUF,2020-09-09,,False,post_cutoff_evidence_only,sean_mcdermott,,sean_mcdermott,,,0.0,1,0
2020,CAR,2020-09-09,joe_brady,True,,matt_rhule,norv_turner,ron_rivera,norv_turner,1.0,1.0,0,0
2020,CHI,2020-09-09,,False,missing_or_uncertain_date,matt_nagy,matt_nagy,matt_nagy,matt_nagy,,0.0,1,0
2020,CIN,2020-09-09,,False,post_cutoff_evidence_only,zac_taylor,zac_taylor,zac_taylor,zac_taylor,,0.0,1,0
2020,CLE,2020-09-09,,False,post_cutoff_evidence_only,kevin_stefanski,freddie_kitchens,freddie_kitchens,freddie_kitchens,,1.0,1,0
2020,DAL,2020-09-09,kellen_moore,True,,mike_mccarthy,kellen_moore,jason_garrett,kellen_moore,0.0,1.0,0,0
2020,DEN,2020-09-09,,False,post_cutoff_evidence_only,vic_fangio,rich_scangarello,vic_fangio,rich_scangarello,,0.0,1,0
2020,DET,2020-09-09,,False,post_cutoff_evidence_only,matt_patricia,,matt_patricia,,,0.0,1,0
2020,GB,2020-09-09,,False,post_cutoff_evidence_only,matt_lafleur,matt_lafleur,matt_lafleur,matt_lafleur,,0.0,1,0
2020,HOU,2020-09-09,,False,post_cutoff_evidence_only,bill_obrien,bill_obrien,bill_obrien,bill_obrien,,0.0,1,0
2020,IND,2020-09-09,,False,post_cutoff_evidence_only,frank_reich,frank_reich,frank_reich,frank_reich,,0.0,1,0
2020,JAX,2020-09-09,,False,post_cutoff_evidence_only,doug_marrone,john_defilippo,doug_marrone,john_defilippo,,0.0,1,0
2020,KC,2020-09-09,andy_reid,True,,andy_reid,andy_reid,andy_reid,andy_reid,0.0,0.0,0,0
2020,LA,2020-09-09,,False,post_cutoff_evidence_only,sean_mcvay,sean_mcvay,sean_mcvay,sean_mcvay,,0.0,1,0
2020,LAC,2020-09-09,,False,post_cutoff_evidence_only,anthony_lynn,shane_steichen,anthony_lynn,shane_steichen,,0.0,1,0
2020,LV,2020-09-09,,False,post_cutoff_evidence_only,jon_gruden,jon_gruden,jon_gruden,jon_gruden,,0.0,1,0
2020,MIA,2020-09-09,,False,post_cutoff_evidence_only,brian_flores,chad_oshea,brian_flores,chad_oshea,,0.0,1,0
