season,team,projection_cutoff,expected_opening_caller_id,eligible_at_cutoff,unknown_reason,fact_known_date,evidence_source_url,evidence_publisher,evidence_source_raw_date,evidence_source_date,evidence_source_precision,evidence_source_upper_bound,evidence_source_class,evidence_statement,conflict_status,n_evidence_items,attributing_source_key,attributing_source_upper_bound,attributing_source_precision,attributing_source_clears_cutoff,recovered_by_targeted_research,research_status,research_complete,retrospective_opening_caller_id,expectation_matched_actual
2015,PIT,2015-09-09,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2018pit,2018-01-17,exact_day,False,False,not_individually_researched,False,todd_haley,
2015,SEA,2015-09-09,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2018sea,2018-01-11,exact_day,False,False,not_individually_researched,False,darrell_bevell,
2015,SF,2015-09-09,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,fox2015sf,2015-11-06,exact_day,False,False,not_individually_researched,False,geep_chryst,
2015,TB,2015-09-09,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,bucs2016tb,2016-01-18,exact_day,False,False,not_individually_researched,False,dirk_koetter,
2015,TEN,2015-09-09,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2015ten,2015-11-03,exact_day,False,False,not_individually_researched,False,ken_whisenhunt,
2015,WAS,2015-09-09,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017was,2017-01-12,exact_day,False,False,not_individually_researched,False,sean_mcvay,
2016,ARI,2016-09-07,bruce_arians,True,,2016-08-12,https://www.espn.com/blog/arizona-cardinals/post/_/id/21412/harold-goodwin-to-call-cardinals-plays-knows-bruce-arians-will-be-watching,ESPN,2016-08-12,2016-08-12,exact_day,2016-08-12,attributing_source,"Attributing source, published before the cutoff.",none,1,espn2016ari,2016-08-12,exact_day,True,False,recovered_eligible,True,bruce_arians,True
2016,ATL,2016-09-07,kyle_shanahan,True,,2015-01-18,https://www.nfl.com/news/atlanta-falcons-plan-to-hire-dan-quinn-kyle-shanahan-0ap3000000459983,NFL.com,2015-01-18,2015-01-18,exact_day,2015-01-18,attributing_source,"Attributing source, published before the cutoff.",none,1,nfl2015atl,2015-01-18,exact_day,True,False,recovered_eligible,True,kyle_shanahan,True
2016,BAL,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,ravens2016bal,2016-10-10,exact_day,False,False,not_individually_researched,False,marc_trestman,
2016,BUF,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2016buf,2016-09-16,exact_day,False,False,not_individually_researched,False,greg_roman,
2016,CAR,2016-09-07,mike_shula,True,,2016-01-20,https://www.espn.com/blog/carolina-panthers/post/_/id/21536/genius-mike-shula-focused-on-keeping-cam-newton-panthers-offense-unpredictable,ESPN,2016-01-20,2016-01-20,exact_day,2016-01-20,attributing_source,"Attributing source, published before the cutoff.",none,1,espn2015car,2016-01-20,exact_day,True,False,recovered_eligible,True,mike_shula,True
2016,CHI,2016-09-07,,False,unresolved_historical_attribution,,,,,,,,,,none,0,,,missing,False,False,not_individually_researched,False,,
2016,CIN,2016-09-07,,False,unresolved_historical_attribution,,,,,,,,,,none,0,,,missing,False,False,not_individually_researched,False,,
2016,CLE,2016-09-07,hue_jackson,True,,2016-01-16,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/hue-jackson-plans-to-call-plays-not-hire-an-offensive-coordinator,NBC Sports / ProFootballTalk,2016-01-16,2016-01-16,exact_day,2016-01-16,attributing_source,"Attributing source, published before the cutoff.",none,1,nbc2016cle,2016-01-16,exact_day,True,False,recovered_eligible,True,hue_jackson,True
2016,DAL,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,ringer2019dal_linehan,2019-08-15,exact_day,False,False,not_individually_researched,False,scott_linehan,
2016,DEN,2016-09-07,,False,unresolved_historical_attribution,,,,,,,,,,none,0,,,missing,False,False,not_individually_researched,False,,
2016,DET,2016-09-07,jim_bob_cooter,True,,2016-01-05,http://www.espn.com/blog/detroit-lions/post/_/id/21523/matthew-staffords-last-eight-games-gave-answers-about-his-lions-future,ESPN,2016-01-05,2016-01-05,exact_day,2016-01-05,attributing_source,"Attributing source, published before the cutoff.",none,1,espn2016det,2016-01-05,exact_day,True,False,recovered_eligible,True,jim_bob_cooter,True
2016,GB,2016-09-07,,False,missing_or_uncertain_date,,,,,,,,,,none,0,nfl2016gb,,missing,False,False,not_individually_researched,False,mike_mccarthy,
2016,HOU,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2016hou,2016-09-30,exact_day,False,False,not_individually_researched,False,george_godsey,
2016,IND,2016-09-07,rob_chudzinski,True,,2016-06-14,https://www.espn.com/blog/indianapolis-colts/post/_/id/17058/colts-oc-rob-chudzinski-putting-his-prints-on-offense-in-first-full-season,ESPN,2016-06-14,2016-06-14,exact_day,2016-06-14,attributing_source,"Attributing source, published before the cutoff.",none,1,espn2016ind,2016-06-14,exact_day,True,False,recovered_eligible,True,rob_chudzinski,True
2016,JAX,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2016jax,2016-10-29,exact_day,False,False,not_individually_researched,False,greg_olson,
2016,KC,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017kc,2017-12-03,exact_day,False,False,not_individually_researched,False,andy_reid,
2016,LA,2016-09-07,rob_boras,True,,2015-12-07,https://sports.yahoo.com/blogs/nfl-shutdown-corner/rams-fire-offensive-coordinator-frank-cignetti--rob-boras-promoted-204218400.html,Yahoo Sports,2015-12-07,2015-12-07,exact_day,2015-12-07,attributing_source,"Attributing source, published before the cutoff.",none,1,yahoo2015la,2015-12-07,exact_day,True,False,recovered_eligible,True,rob_boras,True
2016,LAC,2016-09-07,,False,unresolved_historical_attribution,,,,,,,,,,none,0,,,missing,False,False,not_individually_researched,False,,
2016,LV,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,cbs2017lv,2017-01-10,exact_day,False,False,not_individually_researched,False,bill_musgrave,
2016,MIA,2016-09-07,adam_gase,True,,2016-01-17,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/dolphins-expected-to-hire-clyde-christensen-as-offensive-coordinator,NBC Sports / ProFootballTalk,2016-01-17,2016-01-17,exact_day,2016-01-17,attributing_source,"Attributing source, published before the cutoff.",none,1,nbc2016mia,2016-01-17,exact_day,True,False,recovered_eligible,True,adam_gase,True
2016,MIN,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,vikings2016min,2016-11-02,exact_day,False,False,not_individually_researched,False,norv_turner,
2016,NE,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017ne,2017-02-06,exact_day,False,False,not_individually_researched,False,josh_mcdaniels,
2016,NO,2016-09-07,,False,unresolved_historical_attribution,,,,,,,,,,none,0,,,missing,False,False,not_individually_researched,False,,
2016,NYG,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017nygsull,2017-10-19,exact_day,False,False,not_individually_researched,False,ben_mcadoo,
2016,NYJ,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017nyj,2017-01-03,exact_day,False,False,not_individually_researched,False,chan_gailey,
2016,PHI,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,inq2021phi,2021-08-16,exact_day,False,False,not_individually_researched,False,doug_pederson,
2016,PIT,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2018pit,2018-01-17,exact_day,False,False,not_individually_researched,False,todd_haley,
2016,SEA,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2018sea,2018-01-11,exact_day,False,False,not_individually_researched,False,darrell_bevell,
2016,SF,2016-09-07,chip_kelly,True,,2016-06-03,https://www.nbcsportsbayarea.com/nfl/49ers-oc-modkins-to-provide-kelly-with-input-from-upstairs/1252609/,NBC Sports Bay Area,2016-06-03,2016-06-03,exact_day,2016-06-03,attributing_source,"Attributing source, published before the cutoff.",none,1,nbc2016sf,2016-06-03,exact_day,True,False,recovered_eligible,True,chip_kelly,True
2016,TB,2016-09-07,dirk_koetter,True,,2016-01-18,https://www.buccaneers.com/news/dirk-koetter-to-retain-play-calling-duties-16704120,Tampa Bay Buccaneers (official),2016-01-18,2016-01-18,exact_day,2016-01-18,attributing_source,"Attributing source, published before the cutoff.",none,1,bucs2016tb,2016-01-18,exact_day,True,False,recovered_eligible,True,dirk_koetter,True
2016,TEN,2016-09-07,terry_robiskie,True,,2016-01-20,http://www.nfl.com/news/story/0ap3000000624901/article/titans-hiring-terry-robiskie-as-offensive-coordinator,NFL.com,2016-01-20,2016-01-20,exact_day,2016-01-20,attributing_source,"Attributing source, published before the cutoff.",none,1,nfl2016ten,2016-01-20,exact_day,True,False,recovered_eligible,True,terry_robiskie,True
2016,WAS,2016-09-07,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017was,2017-01-12,exact_day,False,False,not_individually_researched,False,sean_mcvay,
2017,ARI,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,bruce_arians,
2017,ATL,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,steve_sarkisian,
2017,BAL,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,marty_mornhinweg,
2017,BUF,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,rick_dennison,
2017,CAR,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,mike_shula,
2017,CHI,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,dowell_loggains,
2017,CIN,2017-09-06,,False,missing_or_uncertain_date,,,,,,,,,,none,0,,,missing,False,False,not_individually_researched,False,ken_zampese,
2017,CLE,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,hue_jackson,
2017,DAL,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,scott_linehan,
2017,DEN,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,mike_mccoy,
2017,DET,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,jim_bob_cooter,
2017,GB,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,mike_mccarthy,
2017,HOU,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,bill_obrien,
2017,IND,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,rob_chudzinski,
2017,JAX,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,nathaniel_hackett,
2017,KC,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,cbs2017kc,2017-12-03,exact_day,False,False,not_individually_researched,False,andy_reid,
2017,LA,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,sean_mcvay,
2017,LAC,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,ken_whisenhunt,
2017,LV,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,todd_downing,
2017,MIA,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,adam_gase,
2017,MIN,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,pat_shurmur,
2017,NE,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,josh_mcdaniels,
2017,NO,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,sean_payton,
2017,NYG,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017nygsull,2017-10-19,exact_day,False,False,not_individually_researched,False,ben_mcadoo,
2017,NYJ,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,john_morton,
2017,PHI,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,doug_pederson,
2017,PIT,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,todd_haley,
2017,SEA,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,darrell_bevell,
2017,SF,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,kyle_shanahan,
2017,TB,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,dirk_koetter,
2017,TEN,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,terry_robiskie,
2017,WAS,2017-09-06,,False,post_cutoff_evidence_only,,,,,,,,,,none,0,espn2017,2017-11-15,exact_day,False,False,not_individually_researched,False,jay_gruden,
2018,ARI,2018-09-05,mike_mccoy,True,,2018-06-28,https://fantasyindex.com/2018/06/28/ian-allan/offensive-coaches,Fantasy Index,2018-06-28,2018-06-28,exact_day,2018-06-28,attributing_source,"Attributing source, published before the cutoff.",none,1,fantasyindex2018,2018-06-28,exact_day,True,False,recovered_eligible,True,mike_mccoy,True
2018,ATL,2018-09-05,steve_sarkisian,True,,2018-06-28,https://fantasyindex.com/2018/06/28/ian-allan/offensive-coaches,Fantasy Index,2018-06-28,2018-06-28,exact_day,2018-06-28,attributing_source,"Attributing source, published before the cutoff.",none,1,fantasyindex2018,2018-06-28,exact_day,True,False,recovered_eligible,True,steve_sarkisian,True
2018,BAL,2018-09-05,marty_mornhinweg,True,,2018-06-28,https://fantasyindex.com/2018/06/28/ian-allan/offensive-coaches,Fantasy Index,2018-06-28,2018-06-28,exact_day,2018-06-28,attributing_source,"Attributing source, published before the cutoff.",none,1,fantasyindex2018,2018-06-28,exact_day,True,False,recovered_eligible,True,marty_mornhinweg,True
2018,BUF,2018-09-05,brian_daboll,True,,2018-06-28,https://fantasyindex.com/2018/06/28/ian-allan/offensive-coaches,Fantasy Index,2018-06-28,2018-06-28,exact_day,2018-06-28,attributing_source,"Attributing source, published before the cutoff.",none,1,fantasyindex2018,2018-06-28,exact_day,True,False,recovered_eligible,True,brian_daboll,True
2018,CAR,2018-09-05,norv_turner,True,,2018-06-28,https://fantasyindex.com/2018/06/28/ian-allan/offensive-coaches,Fantasy Index,2018-06-28,2018-06-28,exact_day,2018-06-28,attributing_source,"Attributing source, published before the cutoff.",none,1,fantasyindex2018,2018-06-28,exact_day,True,False,recovered_eligible,True,norv_turner,True
2018,CHI,2018-09-05,matt_nagy,True,,2018-06-28,https://fantasyindex.com/2018/06/28/ian-allan/offensive-coaches,Fantasy Index,2018-06-28,2018-06-28,exact_day,2018-06-28,attributing_source,"Attributing source, published before the cutoff.",none,1,fantasyindex2018,2018-06-28,exact_day,True,False,recovered_eligible,True,matt_nagy,True
