season,player,position,team,ffc_adp,fmt,norm_name,ffc_overall_rank,ffc_pos_rank
2008,LaDainian Tomlinson,RB,LAC,1.4,standard,ladainian tomlinson,1,1
2008,Adrian Peterson,RB,MIN,2.4,standard,adrian peterson,2,2
2008,Brian Westbrook,RB,PHI,2.8,standard,brian westbrook,3,3
2008,Joseph Addai,RB,IND,4.7,standard,joseph addai,4,4
2008,Steven Jackson,RB,LAR,5.2,standard,steven jackson,5,5
2008,Tom Brady,QB,NE,5.7,standard,tom brady,6,1
2008,Marion Barber,RB,DAL,6.8,standard,marion barber,7,6
2008,Randy Moss,WR,NE,8.4,standard,randy moss,8,1
2008,Frank Gore,RB,SF,9.3,standard,frank gore,9,7
2008,Clinton Portis,RB,WAS,10.2,standard,clinton portis,10,8
2008,Marshawn Lynch,RB,,11.7,standard,marshawn lynch,11,9
2008,Terrell Owens,WR,DAL,11.7,standard,terrell owens,11,2
2008,Reggie Wayne,WR,IND,14.1,standard,reggie wayne,13,3
2008,Peyton Manning,QB,IND,14.7,standard,peyton manning,14,2
2008,Braylon Edwards,WR,CLE,16.3,standard,braylon edwards,15,4
2008,Larry Johnson,RB,KC,16.6,standard,larry johnson,16,10
2008,Tony Romo,QB,DAL,18.2,standard,tony romo,17,3
2008,Andre Johnson,WR,HOU,18.7,standard,andre johnson,18,5
2008,Larry Fitzgerald,WR,ARI,18.9,standard,larry fitzgerald,19,6
2008,Ryan Grant,RB,GB,19.6,standard,ryan grant,20,11
2008,Marques Colston,WR,NO,20.4,standard,marques colston,21,7
2008,Maurice Jones-Drew,RB,JAX,21.5,standard,maurice jonesdrew,22,12
2008,Drew Brees,QB,NO,24.4,standard,drew brees,23,4
2008,T.J. Houshmandzadeh,WR,CIN,24.6,standard,tj houshmandzadeh,24,8
2008,Jamal Lewis,RB,CLE,26.6,standard,jamal lewis,25,13
2008,Chad Johnson,WR,CIN,28.3,standard,chad johnson,26,9
2008,Willis McGahee,RB,BAL,28.4,standard,willis mcgahee,27,14
2008,Plaxico Burress,WR,NYG,28.6,standard,plaxico burress,28,10
2008,Steve Smith,WR,CAR,30.2,standard,steve smith,29,11
2008,Reggie Bush,RB,NO,30.9,standard,reggie bush,30,15
2008,Torry Holt,WR,LAR,31.5,standard,torry holt,31,12
2008,Wes Welker,WR,NE,33.6,standard,wes welker,32,13
2008,Brandon Jacobs,RB,NYG,34.0,standard,brandon jacobs,33,16
2008,Thomas Jones,RB,NYJ,34.9,standard,thomas jones,34,17
2008,Santonio Holmes,WR,PIT,35.4,standard,santonio holmes,35,14
2008,Brandon Marshall,WR,DEN,35.5,standard,brandon marshall,36,15
2008,Anquan Boldin,WR,ARI,36.7,standard,anquan boldin,37,16
2008,Laurence Maroney,RB,NE,39.4,standard,laurence maroney,38,18
2008,Carson Palmer,QB,CIN,39.5,standard,carson palmer,39,5
2008,Willie Parker,RB,PIT,40.0,standard,willie parker,40,19
2008,Roy Williams,WR,DAL,41.8,standard,roy williams,41,17
2008,Calvin Johnson,WR,DET,42.6,standard,calvin johnson,42,18
2008,Michael Turner,RB,ATL,43.1,standard,michael turner,43,20
2008,Jason Witten,TE,DAL,44.1,standard,jason witten,44,1
2008,Darren McFadden,RB,LV,44.6,standard,darren mcfadden,45,21
2008,Marvin Harrison,WR,IND,45.5,standard,marvin harrison,46,19
2008,Ben Roethlisberger,QB,PIT,46.2,standard,ben roethlisberger,47,6
2008,Earnest Graham,RB,TB,48.5,standard,earnest graham,48,22
2008,Greg Jennings,WR,GB,49.6,standard,greg jennings,49,20
2008,Todd Heap,TE,BAL,50.3,standard,todd heap,50,2
2008,Antonio Gates,TE,LAC,51.1,standard,antonio gates,51,3
2008,Derek Anderson,QB,CLE,51.3,standard,derek anderson,52,7
2008,Kellen Winslow,TE,CLE,53.2,standard,kellen winslow,53,4
2008,Jerricho Cotchery,WR,NYJ,56.0,standard,jerricho cotchery,54,21
2008,Jonathan Stewart,RB,CAR,56.1,standard,jonathan stewart,55,23
2008,Dwayne Bowe,WR,KC,57.1,standard,dwayne bowe,56,22
2008,Edgerrin James,RB,ARI,57.7,standard,edgerrin james,57,24
2008,Selvin Young,RB,DEN,58.6,standard,selvin young,58,25
2008,Donovan McNabb,QB,PHI,59.9,standard,donovan mcnabb,59,8
2008,Hines Ward,WR,PIT,60.5,standard,hines ward,60,23
2008,Dallas Clark,TE,IND,61.2,standard,dallas clark,61,5
2008,Chris Chambers,WR,LAC,62.0,standard,chris chambers,62,24
2008,Tony Gonzalez,TE,KC,62.1,standard,tony gonzalez,63,6
2008,Lee Evans,WR,,64.0,standard,lee evans,64,25
2008,Laveranues Coles,WR,NYJ,64.2,standard,laveranues coles,65,26
2008,Roddy White,WR,ATL,65.3,standard,roddy white,66,27
2008,LenDale White,RB,TEN,66.9,standard,lendale white,67,26
2008,Kevin Smith,RB,DET,67.7,standard,kevin smith,68,27
2008,Matt Forte,RB,CHI,69.9,standard,matt forte,69,28
2008,Julius Jones,RB,SEA,72.4,standard,julius jones,70,29
2008,Matt Hasselbeck,QB,SEA,72.4,standard,matt hasselbeck,70,9
2008,Donald Driver,WR,GB,72.8,standard,donald driver,72,28
2008,Chris Cooley,TE,WAS,73.1,standard,chris cooley,73,7
2008,Jeremy Shockey,TE,NO,74.1,standard,jeremy shockey,74,8
2008,Anthony Gonzalez,WR,IND,74.2,standard,anthony gonzalez,75,29
2008,Santana Moss,WR,WAS,75.5,standard,santana moss,76,30
2008,Joey Galloway,WR,TB,78.4,standard,joey galloway,77,31
2008,Fred Taylor,RB,JAX,79.2,standard,fred taylor,78,30
2008,Brett Favre,QB,NYJ,80.1,standard,brett favre,79,10
2008,DeAngelo Williams,RB,CAR,81.7,standard,deangelo williams,80,31
2008,Rashard Mendenhall,RB,PIT,82.9,standard,rashard mendenhall,81,32
2008,Ricky Williams,RB,MIA,84.4,standard,ricky williams,82,33
2008,David Garrard,QB,JAX,84.6,standard,david garrard,83,11
2008,Jay Cutler,QB,DEN,85.1,standard,jay cutler,84,12
2008,Chester Taylor,RB,MIN,85.2,standard,chester taylor,85,34
2008,Nate Burleson,WR,SEA,86.6,standard,nate burleson,86,32
2008,Vince Young,QB,TEN,87.6,standard,vince young,87,13
2008,Chris Johnson,RB,TEN,88.5,standard,chris johnson,88,35
2008,Bernard Berrian,WR,MIN,88.7,standard,bernard berrian,89,33
2008,Deuce McAllister,RB,NO,89.0,standard,deuce mcallister,90,36
2008,JaMarcus Russell,QB,LV,89.3,standard,jamarcus russell,91,14
2008,Patrick Crayton,WR,DAL,90.4,standard,patrick crayton,92,34
2008,Marc Bulger,QB,LAR,91.6,standard,marc bulger,93,15
2008,Vernon Davis,TE,SF,92.9,standard,vernon davis,94,9
2008,Felix Jones,RB,DAL,93.2,standard,felix jones,95,37
2008,Justin Fargas,RB,LV,93.3,standard,justin fargas,96,38
2008,Donte Stallworth,WR,CLE,96.1,standard,donte stallworth,97,35
2008,Eli Manning,QB,NYG,97.4,standard,eli manning,98,16
2008,Vincent Jackson,WR,LAC,102.3,standard,vincent jackson,99,36
2008,D.J. Hackett,WR,CAR,105.2,standard,dj hackett,100,37
2008,Derrick Mason,WR,BAL,105.9,standard,derrick mason,101,38
2008,Jake Delhomme,QB,CAR,106.0,standard,jake delhomme,102,17
2008,Ahman Green,RB,HOU,106.9,standard,ahman green,103,39
2008,Heath Miller,TE,PIT,108.2,standard,heath miller,104,10
2008,Chris Perry,RB,CIN,109.3,standard,chris perry,105,40
2008,Kenny Watson,RB,CIN,109.3,standard,kenny watson,105,40
2008,Javon Walker,WR,LV,109.9,standard,javon walker,107,39
2008,Matt Schaub,QB,HOU,109.9,standard,matt schaub,107,18
2008,Jerry Porter,WR,JAX,110.2,standard,jerry porter,109,40
2008,Ray Rice,RB,BAL,110.4,standard,ray rice,110,42
2008,Bryant Johnson,WR,SF,113.7,standard,bryant johnson,111,41
2008,Ahmad Bradshaw,RB,NYG,113.9,standard,ahmad bradshaw,112,43
2008,Philip Rivers,QB,LAC,115.0,standard,philip rivers,113,19
2008,Reggie Brown,WR,PHI,119.1,standard,reggie brown,114,42
2008,Deion Branch,WR,SEA,121.4,standard,deion branch,115,43
2008,Jerious Norwood,RB,ATL,121.6,standard,jerious norwood,116,44
2008,Benjamin Watson,TE,NE,121.6,standard,benjamin watson,116,11
2008,Reggie Williams,WR,JAX,121.7,standard,reggie williams,118,44
2008,Aaron Rodgers,QB,GB,122.4,standard,aaron rodgers,119,20
2008,Robert Meachem,WR,NO,122.5,standard,robert meachem,120,45
2008,Ted Ginn Jr,WR,MIA,124.2,standard,ted ginn,121,46
2008,Sidney Rice,WR,MIN,125.3,standard,sidney rice,122,47
2008,Jason Campbell,QB,WAS,127.1,standard,jason campbell,123,21
2008,Jon Kitna,QB,DET,127.4,standard,jon kitna,124,22
2008,Kurt Warner,QB,ARI,129.3,standard,kurt warner,125,23
2008,Isaac Bruce,WR,SF,130.4,standard,isaac bruce,126,48
2008,Tony Scheffler,TE,DEN,130.5,standard,tony scheffler,127,12
2008,Devin Hester,WR,CHI,132.4,standard,devin hester,128,49
2008,Bobby Engram,WR,SEA,133.1,standard,bobby engram,129,50
2008,Ladell Betts,RB,WAS,134.3,standard,ladell betts,130,45
2008,Owen Daniels,TE,HOU,135.0,standard,owen daniels,131,13
2008,Alge Crumpler,TE,TEN,137.7,standard,alge crumpler,132,14
2008,Pierre Thomas,RB,NO,138.0,standard,pierre thomas,133,46
2008,Steve Slaton,RB,HOU,139.1,standard,steve slaton,134,47
2008,James Hardy,WR,,141.3,standard,james hardy,135,51
2008,DeSean Jackson,WR,PHI,142.0,standard,desean jackson,136,52
2008,Maurice Morris,RB,SEA,142.8,standard,maurice morris,137,48
2008,Carnell Williams,RB,TB,143.5,standard,carnell williams,138,49
2008,Muhsin Muhammad II,WR,CAR,143.6,standard,muhsin muhammad,139,53
2008,LaMont Jordan,RB,NE,147.4,standard,lamont jordan,140,50
2008,Kevin Walter,WR,HOU,149.8,standard,kevin walter,141,54
2008,Limas Sweed,WR,PIT,149.8,standard,limas sweed,141,54
2008,Leon Washington,RB,NYJ,150.0,standard,leon washington,143,51
2008,Chris Henry,WR,CIN,150.7,standard,chris henry,144,56
2008,T.J. Duckett,RB,SEA,151.0,standard,tj duckett,145,52
2008,L.J. Smith,TE,PHI,151.0,standard,lj smith,145,15
2008,Darrell Jackson,WR,DEN,153.0,standard,darrell jackson,147,57
2008,Brandon Jackson,RB,GB,153.9,standard,brandon jackson,148,53
2008,Dustin Keller,TE,NYJ,155.1,standard,dustin keller,149,16
2008,Ronald Curry,WR,LV,156.0,standard,ronald curry,150,58
2008,Eddie Royal,WR,DEN,156.1,standard,eddie royal,151,59
2008,Matt Ryan,QB,ATL,156.4,standard,matt ryan,152,24
2008,Jeff Garcia,QB,TB,157.3,standard,jeff garcia,153,25
2008,Greg Olsen,TE,CHI,159.4,standard,greg olsen,154,17
2009,Adrian Peterson,RB,MIN,1.3,standard,adrian peterson,1,1
2009,Maurice Jones-Drew,RB,JAX,2.6,standard,maurice jonesdrew,2,2
2009,Michael Turner,RB,ATL,2.9,standard,michael turner,3,3
2009,Matt Forte,RB,CHI,3.8,standard,matt forte,4,4
2009,Larry Fitzgerald,WR,ARI,6.1,standard,larry fitzgerald,5,1
2009,DeAngelo Williams,RB,CAR,6.3,standard,deangelo williams,6,5
2009,LaDainian Tomlinson,RB,LAC,7.8,standard,ladainian tomlinson,7,6
2009,Randy Moss,WR,NE,8.2,standard,randy moss,8,2
2009,Steven Jackson,RB,LAR,9.2,standard,steven jackson,9,7
2009,Andre Johnson,WR,HOU,9.8,standard,andre johnson,10,3
2009,Drew Brees,QB,NO,11.2,standard,drew brees,11,1
2009,Calvin Johnson,WR,DET,12.3,standard,calvin johnson,12,4
2009,Chris Johnson,RB,TEN,13.0,standard,chris johnson,13,8
2009,Steve Slaton,RB,HOU,13.7,standard,steve slaton,14,9
2009,Tom Brady,QB,NE,14.3,standard,tom brady,15,2
2009,Frank Gore,RB,SF,15.5,standard,frank gore,16,10
2009,Reggie Wayne,WR,IND,17.2,standard,reggie wayne,17,5
2009,Brandon Jacobs,RB,NYG,17.7,standard,brandon jacobs,18,11
2009,Greg Jennings,WR,GB,18.8,standard,greg jennings,19,6
2009,Brian Westbrook,RB,PHI,19.6,standard,brian westbrook,20,12
2009,Steve Smith,WR,CAR,21.4,standard,steve smith,21,7
2009,Roddy White,WR,ATL,22.3,standard,roddy white,22,8
2009,Peyton Manning,QB,IND,24.0,standard,peyton manning,23,3
2009,Marques Colston,WR,NO,24.6,standard,marques colston,24,9
2009,Anquan Boldin,WR,ARI,25.7,standard,anquan boldin,25,10
2009,Aaron Rodgers,QB,GB,26.9,standard,aaron rodgers,26,4
2009,Clinton Portis,RB,WAS,27.0,standard,clinton portis,27,13
2009,Marion Barber,RB,DAL,28.0,standard,marion barber,28,14
2009,Ryan Grant,RB,GB,29.6,standard,ryan grant,29,15
2009,Wes Welker,WR,NE,31.0,standard,wes welker,30,11
2009,Pierre Thomas,RB,NO,32.8,standard,pierre thomas,31,16
2009,Ronnie Brown,RB,MIA,33.0,standard,ronnie brown,32,17
2009,Terrell Owens,WR,,34.5,standard,terrell owens,33,12
2009,Kevin Smith,RB,DET,34.5,standard,kevin smith,33,18
2009,T.J. Houshmandzadeh,WR,SEA,34.6,standard,tj houshmandzadeh,35,13
2009,Philip Rivers,QB,LAC,35.2,standard,philip rivers,36,5
2009,Dwayne Bowe,WR,KC,37.5,standard,dwayne bowe,37,14
2009,Chad Johnson,WR,CIN,38.7,standard,chad johnson,38,15
2009,Vincent Jackson,WR,LAC,39.5,standard,vincent jackson,39,16
2009,Ray Rice,RB,BAL,40.6,standard,ray rice,40,19
2009,Jason Witten,TE,DAL,42.0,standard,jason witten,41,1
2009,Darren McFadden,RB,LV,42.4,standard,darren mcfadden,42,20
2009,DeSean Jackson,WR,PHI,45.1,standard,desean jackson,43,17
2009,Roy Williams,WR,DAL,45.2,standard,roy williams,44,18
2009,Kurt Warner,QB,ARI,45.7,standard,kurt warner,45,6
2009,Anthony Gonzalez,WR,IND,46.9,standard,anthony gonzalez,46,19
2009,Antonio Gates,TE,LAC,47.1,standard,antonio gates,47,2
2009,Tony Romo,QB,DAL,49.4,standard,tony romo,48,7
2009,Tony Gonzalez,TE,ATL,49.7,standard,tony gonzalez,49,3
2009,Marshawn Lynch,RB,,49.9,standard,marshawn lynch,50,21
2009,Braylon Edwards,WR,NYJ,50.2,standard,braylon edwards,51,20
2009,Joseph Addai,RB,IND,52.0,standard,joseph addai,52,22
2009,Eddie Royal,WR,DEN,53.0,standard,eddie royal,53,21
2009,Dallas Clark,TE,IND,54.1,standard,dallas clark,54,4
2009,Brandon Marshall,WR,DEN,54.3,standard,brandon marshall,55,22
2009,Reggie Bush,RB,NO,54.4,standard,reggie bush,56,23
2009,Larry Johnson,RB,CIN,55.3,standard,larry johnson,57,24
2009,Donovan McNabb,QB,PHI,57.1,standard,donovan mcnabb,58,8
2009,Thomas Jones,RB,NYJ,58.7,standard,thomas jones,59,25
2009,Bernard Berrian,WR,MIN,59.5,standard,bernard berrian,60,23
2009,Santonio Holmes,WR,PIT,61.1,standard,santonio holmes,61,24
2009,Knowshon Moreno,RB,DEN,61.4,standard,knowshon moreno,62,26
2009,Greg Olsen,TE,CHI,62.7,standard,greg olsen,63,5
2009,Willie Parker,RB,PIT,63.1,standard,willie parker,64,27
2009,Beanie Wells,RB,ARI,64.4,standard,beanie wells,65,28
2009,Matt Ryan,QB,ATL,64.9,standard,matt ryan,66,9
2009,LenDale White,RB,TEN,66.6,standard,lendale white,67,29
2009,Derrick Ward,RB,TB,68.4,standard,derrick ward,68,30
2009,Lance Moore,WR,NO,69.1,standard,lance moore,69,25
2009,Lee Evans,WR,,69.3,standard,lee evans,70,26
2009,Felix Jones,RB,DAL,71.6,standard,felix jones,71,31
2009,Cedric Benson,RB,CIN,72.3,standard,cedric benson,72,32
2009,Antonio Bryant,WR,TB,72.3,standard,antonio bryant,72,27
2009,Matt Schaub,QB,HOU,72.4,standard,matt schaub,74,10
2009,Chris Cooley,TE,WAS,73.2,standard,chris cooley,75,6
2009,Santana Moss,WR,WAS,74.1,standard,santana moss,76,28
2009,Hines Ward,WR,PIT,75.5,standard,hines ward,77,29
2009,Donald Driver,WR,GB,77.9,standard,donald driver,78,30
2009,Jay Cutler,QB,CHI,78.7,standard,jay cutler,79,11
2009,Kellen Winslow,TE,TB,79.0,standard,kellen winslow,80,7
2009,Devin Hester,WR,CHI,79.4,standard,devin hester,81,31
2009,Jonathan Stewart,RB,CAR,80.5,standard,jonathan stewart,82,33
2009,Donald Brown,RB,IND,81.8,standard,donald brown,83,34
2009,Kevin Walter,WR,HOU,85.6,standard,kevin walter,84,32
2009,Carson Palmer,QB,CIN,85.9,standard,carson palmer,85,12
2009,Donnie Avery,WR,LAR,87.2,standard,donnie avery,86,33
2009,Ahmad Bradshaw,RB,NYG,87.7,standard,ahmad bradshaw,87,35
2009,Owen Daniels,TE,HOU,87.9,standard,owen daniels,88,8
2009,LeSean McCoy,RB,TB,88.1,standard,lesean mccoy,89,36
2009,Chris Henry,WR,CIN,88.6,standard,chris henry,90,34
2009,Percy Harvin,WR,MIN,89.5,standard,percy harvin,91,35
2009,Jerricho Cotchery,WR,NYJ,91.4,standard,jerricho cotchery,92,36
2009,Julius Jones,RB,SEA,92.0,standard,julius jones,93,37
2009,Derrick Mason,WR,BAL,94.3,standard,derrick mason,94,37
2009,Darren Sproles,RB,LAC,95.0,standard,darren sproles,95,38
2009,Leon Washington,RB,NYJ,95.5,standard,leon washington,96,39
2009,Torry Holt,WR,JAX,96.4,standard,torry holt,97,38
2009,Brett Favre,QB,MIN,97.0,standard,brett favre,98,13
2009,Jamal Lewis,RB,CLE,97.4,standard,jamal lewis,99,40
2009,John Carlson,TE,SEA,98.1,standard,john carlson,100,9
2009,Laveranues Coles,WR,CIN,98.2,standard,laveranues coles,101,39
2009,Tim Hightower,RB,ARI,100.6,standard,tim hightower,102,41
2009,Ben Roethlisberger,QB,PIT,100.8,standard,ben roethlisberger,103,14
2009,Steve Breaston,WR,ARI,104.5,standard,steve breaston,104,40
2009,Matt Hasselbeck,QB,SEA,105.2,standard,matt hasselbeck,105,15
2009,Ted Ginn Jr,WR,MIA,106.4,standard,ted ginn,106,41
2009,Rashard Mendenhall,RB,PIT,106.8,standard,rashard mendenhall,107,42
2009,Chester Taylor,RB,MIN,107.9,standard,chester taylor,108,43
2009,James Davis,RB,CLE,108.1,standard,james davis,109,44
2009,Michael Vick,QB,PHI,109.8,standard,michael vick,110,16
2009,Fred Jackson,RB,,110.5,standard,fred jackson,111,45
2009,Chris Chambers,WR,LAC,110.5,standard,chris chambers,111,42
2009,Domenik Hixon,WR,NYG,111.2,standard,domenik hixon,113,43
2009,Eli Manning,QB,NYG,112.9,standard,eli manning,114,17
2009,Jeremy Shockey,TE,NO,117.8,standard,jeremy shockey,115,10
2009,Matt Cassel,QB,KC,118.2,standard,matt cassel,116,18
2009,Josh Morgan,WR,SF,118.7,standard,josh morgan,117,44
2009,Earl Bennett,WR,CHI,119.5,standard,earl bennett,118,45
2009,Michael Crabtree,WR,SF,121.8,standard,michael crabtree,119,46
2009,Earnest Graham,RB,TB,122.3,standard,earnest graham,120,46
2009,Glen Coffee,RB,SF,122.9,standard,glen coffee,121,47
2009,Nate Washington,WR,TEN,125.0,standard,nate washington,122,47
2009,Kyle Orton,QB,DEN,125.6,standard,kyle orton,123,19
2009,Hakeem Nicks,WR,NYG,126.1,standard,hakeem nicks,124,48
2009,Visanthe Shiancoe,TE,MIN,127.0,standard,visanthe shiancoe,125,11
2009,Trent Edwards,QB,,128.6,standard,trent edwards,126,20
2009,Dustin Keller,TE,NYJ,129.6,standard,dustin keller,127,12
2009,Jeremy Maclin,WR,PHI,129.8,standard,jeremy maclin,128,49
2009,Willis McGahee,RB,BAL,131.4,standard,willis mcgahee,129,48
2009,Justin Gage,WR,TEN,132.0,standard,justin gage,130,50
2009,Jake Delhomme,QB,CAR,134.8,standard,jake delhomme,131,21
2009,David Garrard,QB,JAX,136.3,standard,david garrard,132,22
2009,Miles Austin,WR,DAL,136.7,standard,miles austin,133,51
2009,Laurence Maroney,RB,NE,137.3,standard,laurence maroney,134,49
2009,LeRon McClain,RB,BAL,138.3,standard,leron mcclain,135,50
2009,Patrick Crayton,WR,DAL,139.2,standard,patrick crayton,136,52
2009,Carnell Williams,RB,TB,139.3,standard,carnell williams,137,51
2009,Nate Burleson,WR,SEA,139.9,standard,nate burleson,138,53
2009,Kevin Curtis,WR,PHI,140.2,standard,kevin curtis,139,54
2009,Shonn Greene,RB,NYJ,140.3,standard,shonn greene,140,52
2009,Joe Flacco,QB,BAL,141.4,standard,joe flacco,141,23
2009,Heath Miller,TE,PIT,143.0,standard,heath miller,142,13
2009,Jerious Norwood,RB,ATL,143.2,standard,jerious norwood,143,53
2009,Steve Smith,WR,NYG,143.2,standard,steve smith,143,55
2009,Fred Taylor,RB,NE,144.0,standard,fred taylor,145,54
2009,Zach Miller,TE,LV,145.1,standard,zach miller,146,14
2009,Kevin Boss,TE,NYG,145.6,standard,kevin boss,147,15
2009,Darrius Heyward-Bey,WR,LV,147.1,standard,darrius heywardbey,148,56
2009,Edgerrin James,RB,SEA,148.8,standard,edgerrin james,149,55
2009,Chad Pennington,QB,MIA,150.6,standard,chad pennington,150,24
2009,Mark Sanchez,QB,NYJ,150.8,standard,mark sanchez,151,25
2009,Brent Celek,TE,PHI,151.3,standard,brent celek,152,16
2009,Robert Meachem,WR,NO,151.6,standard,robert meachem,153,57
2009,Joey Galloway,WR,NE,152.1,standard,joey galloway,154,58
2009,Jamaal Charles,RB,KC,152.3,standard,jamaal charles,155,56
2009,Correll Buckhalter,RB,DEN,154.3,standard,correll buckhalter,156,57
2009,Jermichael Finley,TE,GB,155.0,standard,jermichael finley,157,17
2009,Ricky Williams,RB,MIA,155.0,standard,ricky williams,157,58
2009,Peyton Hillis,RB,DEN,156.8,standard,peyton hillis,159,59
2009,Deion Branch,WR,SEA,157.2,standard,deion branch,160,59
2009,Troy Williamson,WR,JAX,157.3,standard,troy williamson,161,60
2009,Davone Bess,WR,MIA,157.9,standard,davone bess,162,61
2009,Muhsin Muhammad II,WR,CAR,158.6,standard,muhsin muhammad,163,62
2009,Matthew Stafford,QB,DET,158.7,standard,matthew stafford,164,26
2009,Ladell Betts,RB,WAS,159.1,standard,ladell betts,165,60
2009,Jason Campbell,QB,WAS,160.5,standard,jason campbell,166,27
2009,Kenny Britt,WR,TEN,160.6,standard,kenny britt,167,63
2009,Greg Camarillo,WR,MIA,160.7,standard,greg camarillo,168,64
2009,Chaz Schilens,WR,LV,160.8,standard,chaz schilens,169,65
2009,Brady Quinn,QB,CLE,160.9,standard,brady quinn,170,28
2009,Vernon Davis,TE,SF,161.0,standard,vernon davis,171,18
2009,Michael Bush,RB,LV,161.2,standard,michael bush,172,61
2009,Isaac Bruce,WR,SF,164.9,standard,isaac bruce,173,66
2009,Devery Henderson,WR,NO,165.3,standard,devery henderson,174,67
2009,Marc Bulger,QB,LAR,165.5,standard,marc bulger,175,29
2009,Sidney Rice,WR,MIN,165.6,standard,sidney rice,176,68
2010,Chris Johnson,RB,TEN,1.4,ppr,chris johnson,1,1
2010,Adrian Peterson,RB,MIN,2.3,ppr,adrian peterson,2,2
2010,Ray Rice,RB,BAL,3.2,ppr,ray rice,3,3
2010,Maurice Jones-Drew,RB,JAX,4.7,ppr,maurice jonesdrew,4,4
2010,Andre Johnson,WR,HOU,4.8,ppr,andre johnson,5,1
2010,Frank Gore,RB,SF,6.2,ppr,frank gore,6,5
2010,Aaron Rodgers,QB,GB,7.8,ppr,aaron rodgers,7,1
2010,Randy Moss,WR,TEN,8.1,ppr,randy moss,8,2
2010,Michael Turner,RB,ATL,9.1,ppr,michael turner,9,6
2010,Reggie Wayne,WR,IND,11.2,ppr,reggie wayne,10,3
2010,Steven Jackson,RB,LAR,11.3,ppr,steven jackson,11,7
2010,Calvin Johnson,WR,DET,12.3,ppr,calvin johnson,12,4
2010,Drew Brees,QB,NO,13.2,ppr,drew brees,13,2
2010,Miles Austin,WR,DAL,13.9,ppr,miles austin,14,5
2010,Roddy White,WR,ATL,14.8,ppr,roddy white,15,6
2010,Ryan Mathews,RB,LAC,15.4,ppr,ryan mathews,16,8
2010,Brandon Marshall,WR,MIA,17.3,ppr,brandon marshall,17,7
2010,Larry Fitzgerald,WR,ARI,19.0,ppr,larry fitzgerald,18,8
2010,Rashard Mendenhall,RB,PIT,19.2,ppr,rashard mendenhall,19,9
2010,Greg Jennings,WR,GB,20.4,ppr,greg jennings,20,9
2010,Peyton Manning,QB,IND,20.6,ppr,peyton manning,21,3
2010,DeAngelo Williams,RB,CAR,22.3,ppr,deangelo williams,22,10
2010,DeSean Jackson,WR,PHI,24.7,ppr,desean jackson,23,10
2010,Jamaal Charles,RB,KC,24.9,ppr,jamaal charles,24,11
2010,Marques Colston,WR,NO,25.7,ppr,marques colston,25,11
2010,Shonn Greene,RB,NYJ,26.8,ppr,shonn greene,26,12
2010,Tom Brady,QB,NE,26.9,ppr,tom brady,27,4
2010,Wes Welker,WR,NE,27.4,ppr,wes welker,28,12
2010,Ryan Grant,RB,GB,29.4,ppr,ryan grant,29,13
2010,Anquan Boldin,WR,BAL,30.8,ppr,anquan boldin,30,13
2010,Steve Smith,WR,NYG,32.1,ppr,steve smith,31,14
2010,Pierre Thomas,RB,NO,32.1,ppr,pierre thomas,31,14
2010,Cedric Benson,RB,CIN,33.0,ppr,cedric benson,33,15
2010,Matt Schaub,QB,HOU,35.1,ppr,matt schaub,34,5
2010,LeSean McCoy,RB,PHI,35.3,ppr,lesean mccoy,35,16
2010,Jahvid Best,RB,DET,36.0,ppr,jahvid best,36,17
2010,Steve Smith,WR,CAR,36.0,ppr,steve smith,36,15
2010,Tony Romo,QB,DAL,36.3,ppr,tony romo,38,6
2010,Arian Foster,RB,HOU,38.2,ppr,arian foster,39,18
2010,Dallas Clark,TE,IND,38.9,ppr,dallas clark,40,1
2010,Antonio Gates,TE,LAC,42.2,ppr,antonio gates,41,2
2010,Michael Crabtree,WR,SF,42.5,ppr,michael crabtree,42,16
2010,Jermichael Finley,TE,GB,42.6,ppr,jermichael finley,43,3
2010,Matt Forte,RB,CHI,43.3,ppr,matt forte,44,19
2010,Chad Johnson,WR,CIN,46.0,ppr,chad johnson,45,17
2010,Joseph Addai,RB,IND,46.2,ppr,joseph addai,46,20
2010,Dwayne Bowe,WR,KC,46.8,ppr,dwayne bowe,47,18
2010,Philip Rivers,QB,LAC,47.9,ppr,philip rivers,48,7
2010,Beanie Wells,RB,ARI,50.6,ppr,beanie wells,49,21
2010,Vernon Davis,TE,SF,52.1,ppr,vernon davis,50,4
2010,Jonathan Stewart,RB,CAR,53.0,ppr,jonathan stewart,51,22
2010,Hakeem Nicks,WR,NYG,54.1,ppr,hakeem nicks,52,19
2010,Knowshon Moreno,RB,DEN,54.4,ppr,knowshon moreno,53,23
2010,Ronnie Brown,RB,MIA,54.6,ppr,ronnie brown,54,24
2010,Jason Witten,TE,DAL,55.0,ppr,jason witten,55,5
2010,Mike Sims-Walker,WR,JAX,56.0,ppr,mike simswalker,56,20
2010,C.J. Spiller,RB,,56.4,ppr,cj spiller,57,25
2010,Hines Ward,WR,PIT,56.8,ppr,hines ward,58,21
2010,Percy Harvin,WR,MIN,56.8,ppr,percy harvin,58,21
2010,Pierre Garcon,WR,IND,58.8,ppr,pierre garcon,60,23
2010,Brent Celek,TE,PHI,61.9,ppr,brent celek,61,6
2010,Reggie Bush,RB,NO,62.9,ppr,reggie bush,62,26
