player_id,player,position,metric_name,raw_value,qualifier_flag,coverage_flag,pct_among_2025_qualifiers,disclosure,is_rookie_context,draft_round,draft_pick,pct_among_2026_drafted_class
00-0041512,Jadarian Price,RB,college_scrim_yds_share_2025,0.14669464847848898,False,rookie_no_prior_season,,Rookie: college production context (different instrument than veteran rows — not directly comparable). Descriptive only; not validated; never combined with other board signals.,True,1,32,8.3
00-0035685,David Montgomery,RB,RYOE/att,0.7990674643657507,True,qualified,78.4,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037228,Jaylen Warren,RB,RYOE/att,0.864088576234603,True,qualified,84.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036875,Rhamondre Stevenson,RB,RYOE/att,1.36148598958441,True,qualified,98.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036158,J.K. Dobbins,RB,RYOE/att,1.0808658337922878,True,qualified,92.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040236,Kyle Monangai,RB,RYOE/att,0.28954851486296374,True,qualified,41.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0035261,Tony Pollard,RB,RYOE/att,0.4677236235972913,True,qualified,51.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036139,Rico Dowdle,RB,RYOE/att,0.6308861861301389,True,qualified,68.6,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036555,Chuba Hubbard,RB,RYOE/att,-0.2969088914728328,True,qualified,11.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039738,Blake Corum,RB,RYOE/att,0.8542092107260623,True,qualified,82.4,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040730,RJ Harvey,RB,RYOE/att,-0.6437028743749557,True,qualified,5.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033293,Aaron Jones,RB,RYOE/att,-0.1183369953565478,True,qualified,23.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036919,Kenny Gainwell,RB,RYOE/att,0.5813424941372529,True,qualified,58.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037263,Tyler Allgeier,RB,RYOE/att,-0.17743460090339885,True,qualified,21.6,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039344,Jonathon Brooks,RB,RYOE/att,,False,no_2025_season,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0041496,Jonah Coleman,RB,college_scrim_yds_share_2025,0.2058328659562535,False,rookie_no_prior_season,,Rookie: college production context (different instrument than veteran rows — not directly comparable). Descriptive only; not validated; never combined with other board signals.,True,4,108,41.7
00-0033553,James Conner,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040242,Jacory Croskey-Merritt,RB,RYOE/att,0.7889511558973209,True,qualified,76.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037256,Rachaad White,RB,RYOE/att,-0.22304952947721485,True,qualified,13.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039165,Zach Charbonnet,RB,RYOE/att,0.32951856035190774,True,qualified,45.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037746,Brian Robinson,RB,RYOE/att,-0.06428489402310708,True,qualified,25.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040583,Woody Marks,RB,RYOE/att,0.1623021999721773,True,qualified,33.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039384,Tyrone Tracy,RB,RYOE/att,0.08838665737059126,True,qualified,29.4,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037525,Jordan Mason,RB,RYOE/att,1.0210966391698695,True,qualified,88.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0041013,Emmett Johnson,RB,college_scrim_yds_share_2025,0.3470824949698189,False,rookie_no_prior_season,,Rookie: college production context (different instrument than veteran rows — not directly comparable). Descriptive only; not validated; never combined with other board signals.,True,5,161,91.7
00-0039921,Trey Benson,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033906,Alvin Kamara,RB,RYOE/att,-0.7337203559695398,True,qualified,3.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039032,Tyjae Spears,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040162,Dylan Sampson,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039794,Braelon Allen,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040878,Mike Washington,RB,college_scrim_yds_share_2025,0.22574828705373243,False,rookie_no_prior_season,,Rookie: college production context (different instrument than veteran rows — not directly comparable). Descriptive only; not validated; never combined with other board signals.,True,4,122,58.3
00-0039391,Kimani Vidal,RB,RYOE/att,0.4977269772275607,True,qualified,52.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038611,Chris Rodriguez,RB,RYOE/att,0.6951454109714896,True,qualified,72.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038555,Tank Bigsby,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038454,Keaton Mitchell,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039338,Brock Bowers,TE,xYAC+/-,0.9487826882259469,True,qualified,80.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037744,Trey McBride,TE,xYAC+/-,0.7146531576227062,True,qualified,65.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040126,Colston Loveland,TE,xYAC+/-,0.7425482284147309,True,qualified,66.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040128,Tyler Warren,TE,xYAC+/-,0.6191738770505708,True,qualified,58.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038996,Tucker Kraft,TE,xYAC+/-,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040663,Harold Fannin,TE,xYAC+/-,1.2151738271185781,True,qualified,86.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036970,Kyle Pitts,TE,xYAC+/-,-0.8783310835916964,True,qualified,0.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033288,George Kittle,TE,xYAC+/-,0.892990684542919,True,qualified,77.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039065,Sam LaPorta,TE,xYAC+/-,0.9542622798697664,True,qualified,80.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038933,Dalton Kincaid,TE,xYAC+/-,1.0236710119521906,True,qualified,83.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040189,Oronde Gadsden,TE,xYAC+/-,1.3486764729947085,True,qualified,90.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033090,Hunter Henry,TE,xYAC+/-,0.32456454108416377,True,qualified,44.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0034351,Dallas Goedert,TE,xYAC+/-,0.10727028021704266,True,qualified,32.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038041,Jake Ferguson,TE,xYAC+/-,0.18055357177799713,True,qualified,35.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0034753,Mark Andrews,TE,xYAC+/-,-0.40867243798696107,True,qualified,13.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0034383,Dalton Schultz,TE,xYAC+/-,0.10172412383622564,True,qualified,30.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036040,Juwan Johnson,TE,xYAC+/-,0.08877762517585097,True,qualified,30.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038935,Brenton Strange,TE,xYAC+/-,-0.22869974192200715,True,qualified,17.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0030506,Travis Kelce,TE,xYAC+/-,0.42684288775839985,True,qualified,50.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0041032,Kenyon Sadiq,TE,college_rec_yds_share_2025,0.14677838774920543,False,rookie_no_prior_season,,Rookie: college production context (different instrument than veteran rows — not directly comparable). Descriptive only; not validated; never combined with other board signals.,True,1,16,61.9
00-0037838,Isaiah Likely,TE,xYAC+/-,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037809,Chig Okonkwo,TE,xYAC+/-,1.1720958977472709,True,qualified,85.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039793,AJ Barner,TE,xYAC+/-,0.7814118866882112,True,qualified,70.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0035229,T.J. Hockenson,TE,xYAC+/-,-0.1483336569639322,True,qualified,20.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033885,David Njoku,TE,xYAC+/-,0.7968881854572398,True,qualified,73.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036244,Colby Parkinson,TE,xYAC+/-,0.43819402444757927,True,qualified,51.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040736,Mason Taylor,TE,xYAC+/-,-0.4940160207898039,True,qualified,10.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0041483,Eli Stowers,TE,college_rec_yds_share_2025,0.18614242507561177,False,rookie_no_prior_season,,Rookie: college production context (different instrument than veteran rows — not directly comparable). Descriptive only; not validated; never combined with other board signals.,True,2,54,76.2
00-0040737,Terrance Ferguson,TE,xYAC+/-,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039847,Theo Johnson,TE,xYAC+/-,-0.5100196984273273,True,qualified,10.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038129,Cade Otton,TE,xYAC+/-,0.7325404365122594,True,qualified,65.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040584,Gunnar Helm,TE,xYAC+/-,-0.8136681067569635,True,qualified,2.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036900,Ja'Marr Chase,WR,xYAC+/-,1.308428017713533,True,qualified,88.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039075,Puka Nacua,WR,xYAC+/-,1.34145983545684,True,qualified,89.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038543,Jaxon Smith-Njigba,WR,xYAC+/-,0.7944402118040914,True,qualified,72.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036963,Amon-Ra St. Brown,WR,xYAC+/-,0.34446734458738604,True,qualified,45.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036358,CeeDee Lamb,WR,xYAC+/-,0.497293742491963,True,qualified,53.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036322,Justin Jefferson,WR,xYAC+/-,0.7786816678362012,True,qualified,70.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037238,Drake London,WR,xYAC+/-,0.6446298737718994,True,qualified,60.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0035676,A.J. Brown,WR,xYAC+/-,1.0600552461182922,True,qualified,84.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036554,Nico Collins,WR,xYAC+/-,1.6881694917686767,True,qualified,92.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039337,Malik Nabers,WR,xYAC+/-,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037239,Chris Olave,WR,xYAC+/-,-0.5211326790836499,True,qualified,9.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037247,George Pickens,WR,xYAC+/-,2.1586507021991683,True,qualified,96.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039067,Rashee Rice,WR,xYAC+/-,0.6166205115972003,True,qualified,57.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036410,Tee Higgins,WR,xYAC+/-,0.38211229710168704,True,qualified,48.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036912,DeVonta Smith,WR,xYAC+/-,-0.11776669600317513,True,qualified,22.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040124,Tetairoa McMillan,WR,xYAC+/-,0.1049499466950281,True,qualified,31.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037740,Garrett Wilson,WR,xYAC+/-,-0.02675613043680114,True,qualified,25.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039915,Ladd McConkey,WR,xYAC+/-,1.008538019085321,True,qualified,82.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040735,Luther Burden,WR,xYAC+/-,0.9267815058240814,True,qualified,79.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040129,Emeka Egbuka,WR,xYAC+/-,0.6801380214068793,True,qualified,63.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036613,Jaylen Waddle,WR,xYAC+/-,0.14574536503763147,True,qualified,35.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
