player_id,season,team,team_qb_quality,team_qb_delta
00-0030348,2014,NO,2.9699978970431706,0.45041411949973975
00-0031075,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0027890,2014,MIN,,
00-0030107,2014,DET,1.2485286198450423,0.26493784217601735
00-0031066,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0029438,2014,PHI,3.0343578022196755,3.648622290928211
00-0031413,2014,TEN,,
00-0030117,2014,ARI,,
00-0029429,2014,BUF,-0.47073216866582834,
00-0027888,2014,JAX,,
00-0027772,2014,BUF,-0.47073216866582834,
00-0030578,2014,MIN,,
00-0027325,2014,NE,1.0443449783374212,-2.0784009893379523
00-0031045,2014,SF,1.3234375417633397,0.05950605361859718
00-0030536,2014,LA,,
00-0031285,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0027003,2014,LAC,2.5804480108688232,2.7015207839415223
00-0029588,2014,IND,1.138721161422339,0.27748800525747275
00-0026367,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0028083,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0030282,2014,ARI,,
00-0028000,2014,MIA,0.2676222746207986,0.8982418065389108
00-0028121,2014,JAX,,
00-0026899,2014,TEN,,
00-0027791,2014,GB,2.7668265195587325,0.08191890218584641
00-0029205,2014,NO,2.9699978970431706,0.45041411949973975
00-0029273,2014,SEA,1.616281370292811,-0.2378214888424386
00-0030705,2014,DEN,4.526150402256417,1.8611246029193507
00-0031008,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0030855,2014,IND,1.138721161422339,0.27748800525747275
00-0029731,2014,CAR,1.385716405557465,-0.5760015292047203
00-0031243,2014,JAX,,
00-0024242,2014,CAR,1.385716405557465,-0.5760015292047203
00-0030388,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0029264,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0026019,2014,LAC,2.5804480108688232,2.7015207839415223
00-0030874,2014,MIA,0.2676222746207986,0.8982418065389108
00-0030860,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0031062,2014,NE,1.0443449783374212,-2.0784009893379523
00-0024332,2014,TEN,,
00-0031123,2014,CAR,1.385716405557465,-0.5760015292047203
00-0029510,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0030288,2014,CIN,1.50038604566715,1.0796102401710634
00-0028064,2014,NYJ,-0.9968629077558966,
00-0029004,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0027140,2014,CAR,1.385716405557465,-0.5760015292047203
00-0029048,2014,MIN,,
00-0030999,2014,ARI,,
00-0030432,2014,SEA,1.616281370292811,-0.2378214888424386
00-0024275,2014,LV,,
00-0031057,2014,CHI,0.5853365023100913,1.1034931808510855
00-0030985,2014,LA,,
00-0029298,2014,KC,0.9257594455045306,0.3556918569462013
00-0027346,2014,SF,1.3234375417633397,0.05950605361859718
00-0023437,2014,LAC,2.5804480108688232,2.7015207839415223
00-0031332,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0026932,2014,CIN,1.50038604566715,1.0796102401710634
00-0028345,2014,ARI,,
00-0029239,2014,NE,1.0443449783374212,-2.0784009893379523
00-0029492,2014,LV,,
00-0028581,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0030247,2014,DET,1.2485286198450423,0.26493784217601735
00-0028409,2014,GB,2.7668265195587325,0.08191890218584641
00-0025701,2014,TEN,,
00-0031392,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0030789,2014,TEN,,
00-0029441,2014,DEN,4.526150402256417,1.8611246029193507
00-0030391,2014,TB,2.666399245260067,
00-0028841,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0031450,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0029260,2014,MIA,0.2676222746207986,0.8982418065389108
00-0030653,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0028795,2014,LA,,
00-0030668,2014,KC,0.9257594455045306,0.3556918569462013
00-0031158,2014,LV,,
00-0024103,2014,DET,1.2485286198450423,0.26493784217601735
00-0025394,2014,MIN,,
00-0025439,2014,NO,2.9699978970431706,0.45041411949973975
00-0026289,2014,,,
00-0026316,2014,ARI,,
00-0027712,2014,KC,0.9257594455045306,0.3556918569462013
00-0027786,2014,ARI,,
00-0028053,2014,,,
00-0028063,2014,,,
00-0028087,2014,,,
00-0028202,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0029317,2014,NO,2.9699978970431706,0.45041411949973975
00-0029401,2014,CAR,1.385716405557465,-0.5760015292047203
00-0029612,2014,,,
00-0029626,2014,,,
00-0030128,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0030248,2014,,,
00-0030404,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0030414,2014,,,
00-0030433,2014,,,
00-0030465,2014,,,
00-0031209,2014,CHI,0.5853365023100913,1.1034931808510855
00-0031459,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0027656,2014,NE,1.0443449783374212,-2.0784009893379523
00-0021547,2014,LAC,2.5804480108688232,2.7015207839415223
00-0027696,2014,NO,2.9699978970431706,0.45041411949973975
00-0026201,2014,CHI,0.5853365023100913,1.1034931808510855
00-0031299,2014,PHI,3.0343578022196755,3.648622290928211
00-0028067,2014,DEN,4.526150402256417,1.8611246029193507
00-0025418,2014,CAR,1.385716405557465,-0.5760015292047203
00-0024389,2014,TEN,,
00-0030506,2014,KC,0.9257594455045306,0.3556918569462013
00-0029697,2014,IND,1.138721161422339,0.27748800525747275
00-0028112,2014,MIA,0.2676222746207986,0.8982418065389108
00-0028838,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0023465,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0022127,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0030061,2014,PHI,3.0343578022196755,3.648622290928211
00-0027873,2014,CIN,1.50038604566715,1.0796102401710634
00-0027714,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0027061,2014,LA,,
00-0028040,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0030514,2014,LV,,
00-0029689,2014,IND,1.138721161422339,0.27748800525747275
00-0030472,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0024313,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0029910,2014,NE,1.0443449783374212,-2.0784009893379523
00-0025516,2014,BUF,-0.47073216866582834,
00-0027981,2014,MIN,,
00-0024243,2014,JAX,,
00-0031418,2014,TB,2.666399245260067,
00-0031042,2014,NYJ,-0.9968629077558966,
00-0028093,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0027985,2014,LA,,
00-0024268,2014,KC,0.9257594455045306,0.3556918569462013
00-0029432,2014,MIN,,
00-0030422,2014,MIA,0.2676222746207986,0.8982418065389108
00-0027725,2014,JAX,,
00-0030089,2014,SEA,1.616281370292811,-0.2378214888424386
00-0027753,2014,GB,2.7668265195587325,0.08191890218584641
00-0024221,2014,SF,1.3234375417633397,0.05950605361859718
00-0025425,2014,SEA,1.616281370292811,-0.2378214888424386
00-0026178,2014,ARI,,
00-0030216,2014,NO,2.9699978970431706,0.45041411949973975
00-0027321,2014,NYJ,-0.9968629077558966,
00-0025549,2014,PHI,3.0343578022196755,3.648622290928211
00-0029534,2014,SEA,1.616281370292811,-0.2378214888424386
00-0027718,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0031387,2014,DET,1.2485286198450423,0.26493784217601735
00-0030443,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0023752,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0027695,2014,SEA,1.616281370292811,-0.2378214888424386
00-0029883,2014,DET,1.2485286198450423,0.26493784217601735
00-0031384,2014,GB,2.7668265195587325,0.08191890218584641
00-0027825,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0031260,2014,ARI,,
00-0029587,2014,MIN,,
00-0022943,2014,NO,2.9699978970431706,0.45041411949973975
00-0029275,2014,LAC,2.5804480108688232,2.7015207839415223
00-0030544,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0027135,2014,TB,2.666399245260067,
00-0028903,2014,SF,1.3234375417633397,0.05950605361859718
00-0026267,2014,DEN,4.526150402256417,1.8611246029193507
00-0030181,2014,IND,1.138721161422339,0.27748800525747275
00-0026281,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0029878,2014,BUF,-0.47073216866582834,
00-0029119,2014,SF,1.3234375417633397,0.05950605361859718
00-0030992,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0030108,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0030049,2014,BUF,-0.47073216866582834,
00-0027675,2014,CAR,1.385716405557465,-0.5760015292047203
00-0029281,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0025542,2014,CHI,0.5853365023100913,1.1034931808510855
00-0027109,2014,PHI,3.0343578022196755,3.648622290928211
00-0028142,2014,DEN,4.526150402256417,1.8611246029193507
00-0027069,2014,TEN,,
00-0027215,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0029590,2014,TEN,,
00-0028987,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0028007,2014,ARI,,
00-0028958,2014,LA,,
00-0029755,2014,LV,,
00-0028097,2014,BUF,-0.47073216866582834,
00-0029601,2014,GB,2.7668265195587325,0.08191890218584641
00-0025464,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0029738,2014,ARI,,
00-0026996,2014,DET,1.2485286198450423,0.26493784217601735
00-0030780,2014,CIN,1.50038604566715,1.0796102401710634
00-0031044,2014,ARI,,
00-0027202,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0026225,2014,TEN,,
00-0031302,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0030806,2014,JAX,,
00-0029999,2014,NYJ,-0.9968629077558966,
00-0028042,2014,TB,2.666399245260067,
00-0031273,2014,TB,2.666399245260067,
00-0030155,2014,KC,0.9257594455045306,0.3556918569462013
00-0028179,2014,LV,,
00-0029793,2014,CAR,1.385716405557465,-0.5760015292047203
00-0026931,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0027139,2014,LAC,2.5804480108688232,2.7015207839415223
00-0029634,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0030865,2014,MIA,0.2676222746207986,0.8982418065389108
00-0026699,2014,CIN,1.50038604566715,1.0796102401710634
00-0027732,2014,NE,1.0443449783374212,-2.0784009893379523
00-0030470,2014,SF,1.3234375417633397,0.05950605361859718
00-0026957,2014,LAC,2.5804480108688232,2.7015207839415223
00-0026008,2014,CHI,0.5853365023100913,1.1034931808510855
00-0026298,2014,DET,1.2485286198450423,0.26493784217601735
00-0027583,2014,CAR,1.385716405557465,-0.5760015292047203
00-0027809,2014,JAX,,
00-0028119,2014,KC,0.9257594455045306,0.3556918569462013
00-0028156,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0028451,2014,TEN,,
00-0028892,2014,MIA,0.2676222746207986,0.8982418065389108
00-0030832,2014,SF,1.3234375417633397,0.05950605361859718
00-0031167,2014,LV,,
00-0023506,2014,,,
00-0027125,2014,,,
00-0027567,2014,NE,1.0443449783374212,-2.0784009893379523
00-0028994,2014,,,
00-0029091,2014,,,
00-0029308,2014,SEA,1.616281370292811,-0.2378214888424386
00-0029391,2014,,,
00-0029414,2014,,,
00-0030171,2014,NYJ,-0.9968629077558966,
00-0030272,2014,,,
00-0030549,2014,CIN,1.50038604566715,1.0796102401710634
00-0030647,2014,DET,1.2485286198450423,0.26493784217601735
00-0030710,2014,PHI,3.0343578022196755,3.648622290928211
00-0030822,2014,JAX,,
00-0030975,2014,LA,,
00-0031140,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0031235,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0027793,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0027874,2014,DEN,4.526150402256417,1.8611246029193507
00-0027944,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0026176,2014,GB,2.7668265195587325,0.08191890218584641
00-0027902,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0027685,2014,DEN,4.526150402256417,1.8611246029193507
00-0026995,2014,PHI,3.0343578022196755,3.648622290928211
00-0031408,2014,TB,2.666399245260067,
00-0028002,2014,GB,2.7668265195587325,0.08191890218584641
00-0029137,2014,CHI,0.5853365023100913,1.1034931808510855
00-0025389,2014,DET,1.2485286198450423,0.26493784217601735
00-0027942,2014,CIN,1.50038604566715,1.0796102401710634
00-0027891,2014,DET,1.2485286198450423,0.26493784217601735
00-0023462,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0026189,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0029608,2014,IND,1.138721161422339,0.27748800525747275
00-0030564,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0024334,2014,CHI,0.5853365023100913,1.1034931808510855
00-0031236,2014,NO,2.9699978970431706,0.45041411949973975
00-0026901,2014,MIA,0.2676222746207986,0.8982418065389108
00-0022084,2014,SF,1.3234375417633397,0.05950605361859718
00-0027690,2014,NYJ,-0.9968629077558966,
00-0027150,2014,NE,1.0443449783374212,-2.0784009893379523
00-0031373,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0031359,2014,CAR,1.385716405557465,-0.5760015292047203
00-0031325,2014,BUF,-0.47073216866582834,
00-0020337,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0029708,2014,TEN,,
00-0030279,2014,LAC,2.5804480108688232,2.7015207839415223
00-0022044,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0029640,2014,LA,,
00-0030085,2014,NO,2.9699978970431706,0.45041411949973975
00-0026182,2014,LAC,2.5804480108688232,2.7015207839415223
00-0027996,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0031428,2014,JAX,,
00-0024466,2014,NO,2.9699978970431706,0.45041411949973975
00-0022414,2014,LAC,2.5804480108688232,2.7015207839415223
00-0031382,2014,MIA,0.2676222746207986,0.8982418065389108
00-0029262,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0027681,2014,NE,1.0443449783374212,-2.0784009893379523
00-0023496,2014,TB,2.666399245260067,
00-0029632,2014,CIN,1.50038604566715,1.0796102401710634
00-0024267,2014,MIN,,
00-0025465,2014,LV,,
00-0027265,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0027918,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0029664,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0029638,2014,ARI,,
00-0030431,2014,BUF,-0.47073216866582834,
00-0026998,2014,NYJ,-0.9968629077558966,
00-0030821,2014,JAX,,
00-0026986,2014,SF,1.3234375417633397,0.05950605361859718
00-0022921,2014,ARI,,
00-0026345,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0026224,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0023921,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0027006,2014,LA,,
00-0028263,2014,LV,,
00-0031051,2014,ARI,,
00-0030542,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0028434,2014,SEA,1.616281370292811,-0.2378214888424386
00-0028052,2014,JAX,,
00-0025410,2014,KC,0.9257594455045306,0.3556918569462013
00-0030113,2014,MIN,,
00-0030521,2014,TEN,,
00-0020498,2014,IND,1.138721161422339,0.27748800525747275
00-0028237,2014,BUF,-0.47073216866582834,
00-0027758,2014,PHI,3.0343578022196755,3.648622290928211
00-0029129,2014,LV,,
00-0029572,2014,MIN,,
00-0030460,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0026364,2014,SF,1.3234375417633397,0.05950605361859718
00-0023367,2014,TEN,,
00-0027089,2014,TB,2.666399245260067,
00-0024272,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0022427,2014,DEN,4.526150402256417,1.8611246029193507
00-0028411,2014,LAC,2.5804480108688232,2.7015207839415223
00-0031228,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0030525,2014,LA,,
00-0022811,2014,CAR,1.385716405557465,-0.5760015292047203
00-0031431,2014,JAX,,
00-0030532,2014,LA,,
00-0027077,2014,MIA,0.2676222746207986,0.8982418065389108
00-0029667,2014,NO,2.9699978970431706,0.45041411949973975
00-0027450,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0028016,2014,LA,,
00-0027691,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0028091,2014,NYJ,-0.9968629077558966,
00-0031381,2014,GB,2.7668265195587325,0.08191890218584641
00-0031118,2014,CAR,1.385716405557465,-0.5760015292047203
00-0029159,2014,SEA,1.616281370292811,-0.2378214888424386
00-0028532,2014,NO,2.9699978970431706,0.45041411949973975
00-0029000,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0027005,2014,IND,1.138721161422339,0.27748800525747275
00-0030669,2014,KC,0.9257594455045306,0.3556918569462013
00-0031339,2014,IND,1.138721161422339,0.27748800525747275
00-0031060,2014,KC,0.9257594455045306,0.3556918569462013
00-0030047,2014,CHI,0.5853365023100913,1.1034931808510855
00-0030516,2014,LV,,
00-0031025,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0026173,2014,KC,0.9257594455045306,0.3556918569462013
00-0029269,2014,CLE,-0.09694034765535141,3.2506928100002566
00-0027651,2014,TEN,,
00-0024324,2014,KC,0.9257594455045306,0.3556918569462013
00-0028905,2014,NYJ,-0.9968629077558966,
00-0026937,2014,MIA,0.2676222746207986,0.8982418065389108
00-0029435,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0028497,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0022097,2014,SF,1.3234375417633397,0.05950605361859718
00-0027702,2014,BUF,-0.47073216866582834,
00-0031257,2014,SEA,1.616281370292811,-0.2378214888424386
00-0023310,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0028249,2014,DET,1.2485286198450423,0.26493784217601735
00-0028050,2014,NYJ,-0.9968629077558966,
00-0030300,2014,ARI,,
00-0030000,2014,LV,,
00-0024297,2014,TEN,,
00-0028020,2014,LV,,
00-0031326,2014,SF,1.3234375417633397,0.05950605361859718
00-0030400,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0029580,2014,MIA,0.2676222746207986,0.8982418065389108
00-0030466,2014,PIT,1.0738950585919267,-0.46872920680609953
00-0028086,2014,LV,,
00-0031187,2014,TB,2.666399245260067,
00-0027057,2014,CIN,1.50038604566715,1.0796102401710634
00-0028045,2014,TEN,,
00-0026035,2014,NE,1.0443449783374212,-2.0784009893379523
00-0029155,2014,JAX,,
00-0029614,2014,LA,,
00-0030035,2014,MIN,,
00-0028442,2014,SEA,1.616281370292811,-0.2378214888424386
00-0025396,2014,ARI,,
00-0030095,2014,DET,1.2485286198450423,0.26493784217601735
00-0024535,2014,ATL,0.6993249011039431,-1.6205603930196075
00-0027322,2014,NYJ,-0.9968629077558966,
00-0020494,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0029394,2014,CAR,1.385716405557465,-0.5760015292047203
00-0025460,2014,BAL,-0.39782361024990986,-0.7989139932423015
00-0030990,2014,PHI,3.0343578022196755,3.648622290928211
00-0029654,2014,KC,0.9257594455045306,0.3556918569462013
00-0026314,2014,CHI,0.5853365023100913,1.1034931808510855
00-0030450,2014,SF,1.3234375417633397,0.05950605361859718
00-0029660,2014,NYJ,-0.9968629077558966,
00-0031327,2014,SEA,1.616281370292811,-0.2378214888424386
00-0027997,2014,CIN,1.50038604566715,1.0796102401710634
00-0028984,2014,NE,1.0443449783374212,-2.0784009893379523
00-0030897,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0025414,2014,NO,2.9699978970431706,0.45041411949973975
00-0031291,2014,CIN,1.50038604566715,1.0796102401710634
00-0030540,2014,NE,1.0443449783374212,-2.0784009893379523
00-0029311,2014,KC,0.9257594455045306,0.3556918569462013
00-0028352,2014,CIN,1.50038604566715,1.0796102401710634
00-0024240,2014,CHI,0.5853365023100913,1.1034931808510855
00-0026780,2014,NYG,-1.017598558506663,-1.7953309014976364
00-0028543,2014,PHI,3.0343578022196755,3.648622290928211
00-0028114,2014,DAL,1.3821801102459954,-0.08552844616008026
00-0031001,2014,GB,2.7668265195587325,0.08191890218584641
00-0030550,2014,JAX,,
00-0026691,2014,CHI,0.5853365023100913,1.1034931808510855
00-0029209,2014,DET,1.2485286198450423,0.26493784217601735
00-0029415,2014,HOU,0.7407439828235203,-0.1698219492110341
00-0031068,2014,WAS,0.6506186239265392,-2.0233056723322393
00-0024318,2014,PHI,3.0343578022196755,3.648622290928211
00-0030147,2014,TB,2.666399245260067,
00-0030068,2014,BUF,-0.47073216866582834,
00-0031344,2014,DEN,4.526150402256417,1.8611246029193507
00-0027595,2014,SEA,1.616281370292811,-0.2378214888424386
00-0029033,2014,IND,1.138721161422339,0.27748800525747275
00-0027581,2014,LAC,2.5804480108688232,2.7015207839415223
00-0026237,2014,DEN,4.526150402256417,1.8611246029193507
